#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GBP1	OAS3	4443543	4433439	9606.ENSP00000359504	9606.ENSP00000228928	0	0	0	0	0.323	0	0.900	0.572	0.968
HLA-E	HLA-C	4444757	4444694	9606.ENSP00000365817	9606.ENSP00000365402	0	0	0	0.976	0.335	0.537	0.900	0.799	0.967
PTPRC	CXCL12	4448605	4446453	9606.ENSP00000411355	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.672	0.965
JAM2	JAM3	4447014	4437536	9606.ENSP00000383376	9606.ENSP00000299106	0	0	0	0.840	0.078	0.591	0.900	0.949	0.965
IRF9	OAS3	4446606	4433439	9606.ENSP00000380073	9606.ENSP00000228928	0	0	0	0	0.338	0	0.900	0.514	0.965
CCL4	CXCL12	4451651	4446453	9606.ENSP00000482259	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.673	0.965
CXCR4	CCL19	4447439	4438451	9606.ENSP00000386884	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0.670	0.965
MAPK3	HGF	4435180	4433227	9606.ENSP00000263025	9606.ENSP00000222390	0	0	0	0	0	0.053	0.900	0.654	0.964
HCK	ELMO1	4450141	4438759	9606.ENSP00000444986	9606.ENSP00000312185	0	0	0	0	0.088	0.177	0.900	0.553	0.962
PRKCD	MAPK3	4446312	4435180	9606.ENSP00000378217	9606.ENSP00000263025	0	0	0	0.582	0.062	0.522	0.900	0.572	0.962
IRF9	GBP1	4446606	4443543	9606.ENSP00000380073	9606.ENSP00000359504	0	0	0	0	0.328	0	0.900	0.479	0.962
CXCL12	MAPK3	4446453	4435180	9606.ENSP00000379140	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.630	0.961
CCL20	CCL27	4442174	4434715	9606.ENSP00000351671	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0.629	0.961
IGF1	MMP2	4437883	4433061	9606.ENSP00000302665	9606.ENSP00000219070	0	0	0	0	0.061	0	0.900	0.613	0.960
CCL19	CCL21	4438451	4434713	9606.ENSP00000308815	9606.ENSP00000259607	0	0	0	0.844	0.547	0	0.900	0.922	0.959
CCL4L1	CXCR4	4451792	4447439	9606.ENSP00000483609	9606.ENSP00000386884	0	0	0	0	0.053	0.124	0.900	0.561	0.958
GNAI2	GNG11	4438833	4434060	9606.ENSP00000312999	9606.ENSP00000248564	0	0	0	0	0.082	0.372	0.900	0.344	0.957
TLR4	RIPK3	4444300	4432942	9606.ENSP00000363089	9606.ENSP00000216274	0	0	0	0	0.142	0.123	0.900	0.490	0.956
CXCR4	CCL20	4447439	4442174	9606.ENSP00000386884	9606.ENSP00000351671	0	0	0	0	0	0	0.900	0.586	0.956
IRF7	GBP4	4446700	4443540	9606.ENSP00000380697	9606.ENSP00000359490	0	0	0	0	0.165	0.263	0.900	0.366	0.955
CCL27	CCL21	4434715	4434713	9606.ENSP00000259631	9606.ENSP00000259607	0	0	0	0	0	0	0.900	0.572	0.955
GNG2	GNG11	4440566	4434060	9606.ENSP00000334448	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0.569	0.955
SELE	ICAM1	4440292	4435501	9606.ENSP00000331736	9606.ENSP00000264832	0	0	0	0	0.058	0	0	0.953	0.954
VEGFC	HGF	4451445	4433227	9606.ENSP00000480043	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.565	0.954
CCL19	CCL27	4438451	4434715	9606.ENSP00000308815	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0.553	0.953
CACNB2	CACNB3	4439325	4437715	9606.ENSP00000320025	9606.ENSP00000301050	0	0	0	0.954	0.050	0.830	0.720	0.626	0.952
CCL3L3	CCL3	4451503	4451253	9606.ENSP00000480558	9606.ENSP00000477908	0	0	0	0.980	0.771	0	0.800	0.710	0.952
CXCL12	CCL27	4446453	4434715	9606.ENSP00000379140	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0.538	0.951
PDGFD	PDGFRA	4446114	4434540	9606.ENSP00000376865	9606.ENSP00000257290	0	0	0	0	0.084	0	0.900	0.516	0.951
IGF2	HGF	4447717	4433227	9606.ENSP00000391826	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.521	0.950
NFATC1	MAPK3	4447603	4435180	9606.ENSP00000389377	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.483	0.946
CCL4L1	CCL20	4451792	4442174	9606.ENSP00000483609	9606.ENSP00000351671	0	0	0	0	0.063	0	0.900	0.476	0.946
VEGFC	IGF1	4451445	4437883	9606.ENSP00000480043	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.481	0.945
IGF2	MMP2	4447717	4433061	9606.ENSP00000391826	9606.ENSP00000219070	0	0	0	0	0.165	0	0.900	0.399	0.945
CCL4	CCL27	4451651	4434715	9606.ENSP00000482259	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0.480	0.945
CCL5	ACKR3	4451102	4436051	9606.ENSP00000474412	9606.ENSP00000272928	0	0	0	0	0	0.050	0.900	0.470	0.945
ACKR3	CCL21	4436051	4434713	9606.ENSP00000272928	9606.ENSP00000259607	0	0	0	0	0.061	0.050	0.900	0.455	0.944
HLA-A	ICAM1	4446577	4435501	9606.ENSP00000379873	9606.ENSP00000264832	0	0	0	0	0.088	0	0.900	0.441	0.944
CCL4	HCK	4451651	4450141	9606.ENSP00000482259	9606.ENSP00000444986	0	0	0	0	0.350	0	0.900	0.201	0.943
GBP4	OAS3	4443540	4433439	9606.ENSP00000359490	9606.ENSP00000228928	0	0	0	0	0.085	0	0.900	0.431	0.943
HSPA1A	MAPK3	4444600	4435180	9606.ENSP00000364802	9606.ENSP00000263025	0	0	0	0	0	0.185	0.900	0.362	0.943
CCL4L1	CXCL12	4451792	4446453	9606.ENSP00000483609	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.449	0.942
HLA-A	HLA-F	4446577	4434738	9606.ENSP00000379873	9606.ENSP00000259951	0	0	0	0.977	0.112	0.379	0.900	0.731	0.941
IL7	HGF	4435326	4433227	9606.ENSP00000263851	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.442	0.941
VCAM1	CCL2	4437090	4433339	9606.ENSP00000294728	9606.ENSP00000225831	0	0	0	0	0.206	0	0	0.927	0.940
GRK5	GNG2	4446086	4440566	9606.ENSP00000376609	9606.ENSP00000334448	0	0	0	0	0	0.412	0.900	0.067	0.940
CCL20	ACKR3	4442174	4436051	9606.ENSP00000351671	9606.ENSP00000272928	0	0	0	0	0	0	0.900	0.433	0.940
VCAM1	ICAM1	4437090	4435501	9606.ENSP00000294728	9606.ENSP00000264832	0	0	0	0	0.069	0	0	0.938	0.940
GNAI2	ADCY4	4438833	4438752	9606.ENSP00000312999	9606.ENSP00000312126	0	0	0	0	0.062	0.184	0.900	0.305	0.939
CCL19	ACKR3	4438451	4436051	9606.ENSP00000308815	9606.ENSP00000272928	0	0	0	0	0	0	0.900	0.400	0.937
CXCR4	CCL27	4447439	4434715	9606.ENSP00000386884	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0.399	0.937
CCL4	MAPK3	4451651	4435180	9606.ENSP00000482259	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.397	0.937
HLA-E	ICAM1	4444757	4435501	9606.ENSP00000365817	9606.ENSP00000264832	0	0	0	0	0.102	0	0.900	0.354	0.936
HLA-A	HLA-E	4446577	4444757	9606.ENSP00000379873	9606.ENSP00000365817	0	0	0	0.978	0.264	0.193	0.900	0.798	0.936
CCL4L1	CCL27	4451792	4434715	9606.ENSP00000483609	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0.380	0.935
IRF7	ICAM1	4446700	4435501	9606.ENSP00000380697	9606.ENSP00000264832	0	0	0	0	0.097	0	0.900	0.344	0.935
ACKR3	CCL27	4436051	4434715	9606.ENSP00000272928	9606.ENSP00000259631	0	0	0	0	0	0	0.900	0.369	0.934
CCL4L1	ACKR3	4451792	4436051	9606.ENSP00000483609	9606.ENSP00000272928	0	0	0	0	0	0.124	0.900	0.311	0.934
GNAI2	MAPK3	4438833	4435180	9606.ENSP00000312999	9606.ENSP00000263025	0	0	0	0	0.148	0.157	0.900	0.191	0.934
GNAI2	ADCY3	4438833	4434792	9606.ENSP00000312999	9606.ENSP00000260600	0	0	0	0	0.062	0.184	0.900	0.246	0.934
CCL4	ACKR3	4451651	4436051	9606.ENSP00000482259	9606.ENSP00000272928	0	0	0	0	0	0.124	0.900	0.297	0.933
IL2RG	IL3RA	4444340	4439962	9606.ENSP00000363318	9606.ENSP00000327890	0	0	0	0	0.147	0	0.900	0.283	0.933
IRF7	HLA-C	4446700	4444694	9606.ENSP00000380697	9606.ENSP00000365402	0	0	0	0	0.158	0	0.900	0.275	0.933
HLA-C	ICAM1	4444694	4435501	9606.ENSP00000365402	9606.ENSP00000264832	0	0	0	0	0.077	0	0.900	0.329	0.932
SELE	VCAM1	4440292	4437090	9606.ENSP00000331736	9606.ENSP00000294728	0	0	0	0	0.120	0	0	0.926	0.932
CCL4	CCL5	4451651	4451102	9606.ENSP00000482259	9606.ENSP00000474412	0	0	0	0.932	0.309	0	0.900	0.933	0.932
VEGFC	IGF2	4451445	4447717	9606.ENSP00000480043	9606.ENSP00000391826	0	0	0	0	0.088	0	0.900	0.318	0.932
CD34	THY1	4438554	4436571	9606.ENSP00000310036	9606.ENSP00000284240	0	0	0	0	0.062	0	0	0.929	0.931
NFATC1	MEF2C	4447603	4441087	9606.ENSP00000389377	9606.ENSP00000340874	0	0	0	0	0.061	0	0.900	0.323	0.930
GBP1	ICAM1	4443543	4435501	9606.ENSP00000359504	9606.ENSP00000264832	0	0	0	0	0.146	0	0.900	0.246	0.930
VEGFC	ITGA9	4451445	4435491	9606.ENSP00000480043	9606.ENSP00000264741	0	0	0	0	0.061	0	0.900	0.318	0.930
ICAM1	CCL2	4435501	4433339	9606.ENSP00000264832	9606.ENSP00000225831	0	0	0	0	0.149	0	0	0.919	0.929
VCAM1	ITGA9	4437090	4435491	9606.ENSP00000294728	9606.ENSP00000264741	0	0	0	0	0.072	0	0.900	0.287	0.928
ANGPT2	KDR	4438957	4435337	9606.ENSP00000314897	9606.ENSP00000263923	0	0	0	0	0.061	0.051	0.600	0.821	0.928
IRF9	GBP4	4446606	4443540	9606.ENSP00000380073	9606.ENSP00000359490	0	0	0	0	0.143	0	0.900	0.234	0.928
VEGFC	PGF	4451445	4450339	9606.ENSP00000480043	9606.ENSP00000451040	0	0	0	0.690	0	0	0.900	0.905	0.927
HLA-A	GBP1	4446577	4443543	9606.ENSP00000379873	9606.ENSP00000359504	0	0	0	0	0.124	0	0.900	0.227	0.926
CXCR4	GNAI2	4447439	4438833	9606.ENSP00000386884	9606.ENSP00000312999	0	0	0	0	0.061	0.178	0.900	0.154	0.926
PTPRC	THY1	4448605	4436571	9606.ENSP00000411355	9606.ENSP00000284240	0	0	0	0	0	0	0	0.926	0.926
CCL4	CCL19	4451651	4438451	9606.ENSP00000482259	9606.ENSP00000308815	0	0	0	0.793	0.174	0	0.900	0.691	0.925
IRF7	HLA-A	4446700	4446577	9606.ENSP00000380697	9606.ENSP00000379873	0	0	0	0	0.118	0	0.900	0.221	0.925
PTPRC	CD34	4448605	4438554	9606.ENSP00000411355	9606.ENSP00000310036	0	0	0	0	0	0	0	0.925	0.925
GBP1	VCAM1	4443543	4437090	9606.ENSP00000359504	9606.ENSP00000294728	0	0	0	0	0.167	0	0.900	0.164	0.924
GRK5	GNG11	4446086	4434060	9606.ENSP00000376609	9606.ENSP00000248564	0	0	0	0	0	0.260	0.900	0.067	0.924
CXCR4	CXCL14	4447439	4440759	9606.ENSP00000386884	9606.ENSP00000337065	0	0	0	0	0	0.379	0.600	0.715	0.923
IGF2	IGF1	4447717	4437883	9606.ENSP00000391826	9606.ENSP00000302665	0	0	0	0.782	0.061	0	0.900	0.965	0.922
HLA-A	VCAM1	4446577	4437090	9606.ENSP00000379873	9606.ENSP00000294728	0	0	0	0	0	0	0.900	0.257	0.922
IRF9	ICAM1	4446606	4435501	9606.ENSP00000380073	9606.ENSP00000264832	0	0	0	0	0.069	0	0.900	0.231	0.922
IL2RG	HGF	4444340	4433227	9606.ENSP00000363318	9606.ENSP00000222390	0	0	0	0	0.061	0	0.900	0.230	0.921
HLA-A	IL2RG	4446577	4444340	9606.ENSP00000379873	9606.ENSP00000363318	0	0	0	0	0.096	0	0.900	0.193	0.920
CD34	CSF3	4438554	4433314	9606.ENSP00000310036	9606.ENSP00000225474	0	0	0	0	0	0	0	0.920	0.920
CXCR4	GNG11	4447439	4434060	9606.ENSP00000386884	9606.ENSP00000248564	0	0	0	0	0	0.165	0.900	0.127	0.920
IRF7	HLA-E	4446700	4444757	9606.ENSP00000380697	9606.ENSP00000365817	0	0	0	0	0.144	0	0.900	0.138	0.919
HCK	PTPRC	4450141	4448605	9606.ENSP00000444986	9606.ENSP00000411355	0	0	0	0	0.384	0.160	0.800	0.315	0.919
CCL5	CCL19	4451102	4438451	9606.ENSP00000474412	9606.ENSP00000308815	0	0	0	0.821	0.120	0	0.900	0.679	0.919
CCL5	GNAI2	4451102	4438833	9606.ENSP00000474412	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0.231	0.919
HCK	PRKCD	4450141	4446312	9606.ENSP00000444986	9606.ENSP00000378217	0	0	0	0.572	0.108	0.071	0.900	0.265	0.919
IRF7	VCAM1	4446700	4437090	9606.ENSP00000380697	9606.ENSP00000294728	0	0	0	0	0.062	0	0.900	0.213	0.919
CLDN5	CLDN11	4447236	4432645	9606.ENSP00000385477	9606.ENSP00000064724	0	0	0	0.729	0.084	0	0.900	0.596	0.919
CXCR4	ACKR3	4447439	4436051	9606.ENSP00000386884	9606.ENSP00000272928	0	0	0	0.792	0	0	0.900	0.932	0.919
IRF9	HLA-F	4446606	4434738	9606.ENSP00000380073	9606.ENSP00000259951	0	0	0	0	0.106	0	0.900	0.167	0.919
CCL4	GNAI2	4451651	4438833	9606.ENSP00000482259	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0.231	0.919
NCF4	VCAM1	4446646	4437090	9606.ENSP00000380334	9606.ENSP00000294728	0	0	0	0	0.061	0	0.900	0.211	0.919
IRF7	HLA-F	4446700	4434738	9606.ENSP00000380697	9606.ENSP00000259951	0	0	0	0	0.118	0	0.900	0.153	0.918
PRKCD	IGF1	4446312	4437883	9606.ENSP00000378217	9606.ENSP00000302665	0	0	0	0	0.049	0	0.900	0.211	0.918
IL2RG	MAPK3	4444340	4435180	9606.ENSP00000363318	9606.ENSP00000263025	0	0	0	0	0	0.084	0.900	0.185	0.918
RAPGEF4	RRAS	4446635	4433996	9606.ENSP00000380271	9606.ENSP00000246792	0	0	0	0	0	0.180	0.800	0.542	0.918
HCK	CXCL12	4450141	4446453	9606.ENSP00000444986	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.213	0.917
CXCR4	GNG2	4447439	4440566	9606.ENSP00000386884	9606.ENSP00000334448	0	0	0	0	0	0.165	0.900	0.089	0.917
GNG2	ADCY4	4440566	4438752	9606.ENSP00000334448	9606.ENSP00000312126	0	0	0	0	0	0	0.900	0.208	0.917
CCL20	CCL21	4442174	4434713	9606.ENSP00000351671	9606.ENSP00000259607	0	0	0	0.791	0.077	0	0.900	0.680	0.917
IRF9	HLA-A	4446606	4446577	9606.ENSP00000380073	9606.ENSP00000379873	0	0	0	0	0.095	0	0.900	0.164	0.917
ADCY4	ADCY3	4438752	4434792	9606.ENSP00000312126	9606.ENSP00000260600	0	0	0	0.826	0.062	0	0.900	0.896	0.917
HLA-C	GBP1	4444694	4443543	9606.ENSP00000365402	9606.ENSP00000359504	0	0	0	0	0.133	0	0.900	0.110	0.916
HLA-E	GBP1	4444757	4443543	9606.ENSP00000365817	9606.ENSP00000359504	0	0	0	0	0.156	0	0.900	0.092	0.916
CLDN5	CDH5	4447236	4441389	9606.ENSP00000385477	9606.ENSP00000344115	0	0	0	0	0.367	0	0	0.871	0.915
IRF9	HLA-C	4446606	4444694	9606.ENSP00000380073	9606.ENSP00000365402	0	0	0	0	0.095	0	0.900	0.146	0.915
HLA-C	VCAM1	4444694	4437090	9606.ENSP00000365402	9606.ENSP00000294728	0	0	0	0	0	0	0.900	0.185	0.915
ACKR3	GNG11	4436051	4434060	9606.ENSP00000272928	9606.ENSP00000248564	0	0	0	0	0.056	0.165	0.900	0.053	0.915
GNAI2	ACKR3	4438833	4436051	9606.ENSP00000312999	9606.ENSP00000272928	0	0	0	0	0	0.178	0.900	0	0.914
GBP1	HLA-F	4443543	4434738	9606.ENSP00000359504	9606.ENSP00000259951	0	0	0	0	0.102	0	0.900	0.125	0.914
GNAI2	CCL19	4438833	4438451	9606.ENSP00000312999	9606.ENSP00000308815	0	0	0	0	0	0	0.900	0.184	0.914
CCL4L1	CCL5	4451792	4451102	9606.ENSP00000483609	9606.ENSP00000474412	0	0	0	0.926	0.114	0	0.900	0.883	0.913
GBP4	VCAM1	4443540	4437090	9606.ENSP00000359490	9606.ENSP00000294728	0	0	0	0	0.114	0	0.900	0.103	0.913
ICAM1	HLA-F	4435501	4434738	9606.ENSP00000264832	9606.ENSP00000259951	0	0	0	0	0.069	0	0.900	0.146	0.913
CXCL12	GNAI2	4446453	4438833	9606.ENSP00000379140	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0.172	0.913
ELMO1	KDR	4438759	4435337	9606.ENSP00000312185	9606.ENSP00000263923	0	0	0	0	0	0.124	0.900	0.094	0.913
GNG2	ACKR3	4440566	4436051	9606.ENSP00000334448	9606.ENSP00000272928	0	0	0	0	0	0.165	0.900	0	0.912
CCL4	CCL21	4451651	4434713	9606.ENSP00000482259	9606.ENSP00000259607	0	0	0	0.825	0.062	0	0.900	0.622	0.912
HLA-E	VCAM1	4444757	4437090	9606.ENSP00000365817	9606.ENSP00000294728	0	0	0	0	0	0	0.900	0.165	0.912
RAPGEF3	RRAS	4447902	4433996	9606.ENSP00000395708	9606.ENSP00000246792	0	0	0	0	0.082	0.180	0.800	0.484	0.912
IRF9	HLA-E	4446606	4444757	9606.ENSP00000380073	9606.ENSP00000365817	0	0	0	0	0.116	0	0.900	0.092	0.912
ICAM1	OAS3	4435501	4433439	9606.ENSP00000264832	9606.ENSP00000228928	0	0	0	0	0.088	0	0.900	0.103	0.911
ADCY4	CCL19	4438752	4438451	9606.ENSP00000312126	9606.ENSP00000308815	0	0	0	0	0.153	0	0.900	0	0.911
HLA-A	OAS3	4446577	4433439	9606.ENSP00000379873	9606.ENSP00000228928	0	0	0	0	0.076	0	0.900	0.118	0.911
HCK	GNAI2	4450141	4438833	9606.ENSP00000444986	9606.ENSP00000312999	0	0	0	0	0.079	0.085	0.900	0.064	0.910
CXCR4	ADCY3	4447439	4434792	9606.ENSP00000386884	9606.ENSP00000260600	0	0	0	0	0.063	0.060	0.900	0.102	0.910
PRKCD	GNG2	4446312	4440566	9606.ENSP00000378217	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0.130	0.909
HLA-C	OAS3	4444694	4433439	9606.ENSP00000365402	9606.ENSP00000228928	0	0	0	0	0.083	0	0.900	0.089	0.909
HLA-F	OAS3	4434738	4433439	9606.ENSP00000259951	9606.ENSP00000228928	0	0	0	0	0.076	0	0.900	0.092	0.908
RAPGEF3	RAPGEF4	4447902	4446635	9606.ENSP00000395708	9606.ENSP00000380271	0	0	0	0.932	0.068	0	0.900	0.813	0.908
CCL4L1	CCL19	4451792	4438451	9606.ENSP00000483609	9606.ENSP00000308815	0	0	0	0.801	0.079	0	0.900	0.272	0.908
CCL4L1	CCL21	4451792	4434713	9606.ENSP00000483609	9606.ENSP00000259607	0	0	0	0.827	0.062	0	0.900	0.354	0.907
PRKCD	PYCARD	4446312	4434024	9606.ENSP00000378217	9606.ENSP00000247470	0	0	0	0	0.080	0	0.900	0.061	0.906
ADCY4	CCL21	4438752	4434713	9606.ENSP00000312126	9606.ENSP00000259607	0	0	0	0	0.100	0	0.900	0	0.906
CXCL12	ADCY4	4446453	4438752	9606.ENSP00000379140	9606.ENSP00000312126	0	0	0	0	0.098	0	0.900	0.050	0.906
GBP4	HLA-F	4443540	4434738	9606.ENSP00000359490	9606.ENSP00000259951	0	0	0	0	0.091	0	0.900	0.042	0.905
CCL20	GNG11	4442174	4434060	9606.ENSP00000351671	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0.089	0.905
GNAI2	CD4	4438833	4432588	9606.ENSP00000312999	9606.ENSP00000011653	0	0	0	0	0.063	0.071	0.900	0	0.905
HLA-E	OAS3	4444757	4433439	9606.ENSP00000365817	9606.ENSP00000228928	0	0	0	0	0.088	0	0.900	0.048	0.905
CXCR4	ADCY4	4447439	4438752	9606.ENSP00000386884	9606.ENSP00000312126	0	0	0	0	0.063	0.060	0.900	0	0.904
CXCL12	GNG2	4446453	4440566	9606.ENSP00000379140	9606.ENSP00000334448	0	0	0	0	0	0	0.900	0.082	0.904
ADCY4	ACKR3	4438752	4436051	9606.ENSP00000312126	9606.ENSP00000272928	0	0	0	0	0.063	0.060	0.900	0	0.904
PRKCD	MNDA	4446312	4443045	9606.ENSP00000378217	9606.ENSP00000357123	0	0	0	0	0.088	0	0.900	0	0.904
CCL4	ADCY4	4451651	4438752	9606.ENSP00000482259	9606.ENSP00000312126	0	0	0	0	0.082	0	0.900	0	0.904
ACKR3	ADCY3	4436051	4434792	9606.ENSP00000272928	9606.ENSP00000260600	0	0	0	0	0.063	0.060	0.900	0	0.904
IRF9	VCAM1	4446606	4437090	9606.ENSP00000380073	9606.ENSP00000294728	0	0	0	0	0	0	0.900	0.081	0.904
PRKCD	GNG11	4446312	4434060	9606.ENSP00000378217	9606.ENSP00000248564	0	0	0	0	0	0	0.900	0.087	0.904
GNG2	CD4	4440566	4432588	9606.ENSP00000334448	9606.ENSP00000011653	0	0	0	0	0.070	0	0.900	0	0.903
