Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID
115361,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,GBP4
1435,ko04380//Osteoclast differentiation;ko04060//Cytokine-cytokine receptor interaction;ko04668//TNF signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04014//Ras signaling pathway;ko05323//Rheumatoid arthritis;ko04010//MAPK signaling pathway;ko04640//Hematopoietic cell lineage;ko04015//Rap1 signaling pathway,Signaling molecules and interaction;Immune system;Signal transduction;Immune diseases;Development,Human Diseases;Environmental Information Processing;Organismal Systems,CSF1
1440,ko04630//Jak-STAT signaling pathway;ko04640//Hematopoietic cell lineage;ko04060//Cytokine-cytokine receptor interaction;ko04151//PI3K-Akt signaling pathway;ko05144//Malaria;ko04657//IL-17 signaling pathway,Signaling molecules and interaction;Infectious diseases: Parasitic;Immune system;Signal transduction,Human Diseases;Environmental Information Processing;Organismal Systems,CSF3
196883,ko05166//HTLV-I infection;ko04022//cGMP-PKG signaling pathway;ko04540//Gap junction;ko04114//Oocyte meiosis;ko04912//GnRH signaling pathway;ko04723//Retrograde endocannabinoid signaling;ko04072//Phospholipase D signaling pathway;ko05414//Dilated cardiomyopathy (DCM);ko04015//Rap1 signaling pathway;ko04062//Chemokine signaling pathway;ko04916//Melanogenesis;ko04727//GABAergic synapse;ko04970//Salivary secretion;ko05200//Pathways in cancer;ko04914//Progesterone-mediated oocyte maturation;ko04371//Apelin signaling pathway;ko04725//Cholinergic synapse;ko04211//Longevity regulating pathway;ko04750//Inflammatory mediator regulation of TRP channels;ko04972//Pancreatic secretion;ko04213//Longevity regulating pathway - multiple species;ko04270//Vascular smooth muscle contraction;ko04971//Gastric acid secretion;ko04925//Aldosterone synthesis and secretion;ko04261//Adrenergic signaling in cardiomyocytes;ko04918//Thyroid hormone synthesis;ko00230//Purine metabolism;ko01522//Endocrine resistance;ko05032//Morphine addiction;ko04611//Platelet activation;ko04713//Circadian entrainment;ko04742//Taste transduction;ko04911//Insulin secretion;ko04976//Bile secretion;ko04913//Ovarian steroidogenesis;ko04915//Estrogen signaling pathway;ko04923//Regulation of lipolysis in adipocytes;ko04724//Glutamatergic synapse;ko04024//cAMP signaling pathway;ko04926//Relaxin signaling pathway;ko04921//Oxytocin signaling pathway;ko04020//Calcium signaling pathway,Endocrine system;Cell growth and death;Nervous system;Circulatory system;Infectious diseases: Viral;Substance dependence;Drug resistance: Antineoplastic;Cardiovascular diseases;Cellular community - eukaryotes;Immune system;Environmental adaptation;Cancers: Overview;Signal transduction;Sensory system;Digestive system;Aging;Nucleotide metabolism,Organismal Systems;Environmental Information Processing;Metabolism;Human Diseases;Cellular Processes,ADCY4
2122,ko05200//Pathways in cancer;ko05220//Chronic myeloid leukemia;ko04010//MAPK signaling pathway,Signal transduction;Cancers: Specific types;Cancers: Overview,Environmental Information Processing;Human Diseases,MECOM
2260,ko05205//Proteoglycans in cancer;ko04014//Ras signaling pathway;ko04520//Adherens junction;ko05215//Prostate cancer;ko05218//Melanoma;ko04015//Rap1 signaling pathway;ko05224//Breast cancer;ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko04810//Regulation of actin cytoskeleton;ko05230//Central carbon metabolism in cancer;ko05200//Pathways in cancer;ko04550//Signaling pathways regulating pluripotency of stem cells,Cancers: Overview;Signal transduction;Cellular community - eukaryotes;Cancers: Specific types;Cell motility,Cellular Processes;Environmental Information Processing;Human Diseases,FGFR1
2316,ko05132//Salmonella infection;ko05205//Proteoglycans in cancer;ko04510//Focal adhesion;ko04010//MAPK signaling pathway,Infectious diseases: Bacterial;Cancers: Overview;Cellular community - eukaryotes;Signal transduction,Human Diseases;Environmental Information Processing;Cellular Processes,FLNA
2323,ko04151//PI3K-Akt signaling pathway;ko04010//MAPK signaling pathway;ko05200//Pathways in cancer;ko04060//Cytokine-cytokine receptor interaction;ko04640//Hematopoietic cell lineage;ko04014//Ras signaling pathway,Signal transduction;Signaling molecules and interaction;Cancers: Overview;Immune system,Organismal Systems;Human Diseases;Environmental Information Processing,FLT3LG
23768,ko04137//Mitophagy - animal;ko04010//MAPK signaling pathway;ko04140//Autophagy - animal,Signal transduction;Transport and catabolism,Environmental Information Processing;Cellular Processes,FLRT2
260434,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,PYDC1
2633,ko04621//NOD-like receptor signaling pathway,Immune system,Organismal Systems,GBP1
2771,ko04015//Rap1 signaling pathway;ko04926//Relaxin signaling pathway;ko04726//Serotonergic synapse;ko05034//Alcoholism;ko04924//Renin secretion;ko05142//Chagas disease (American trypanosomiasis);ko04728//Dopaminergic synapse;ko05133//Pertussis;ko04921//Oxytocin signaling pathway;ko04914//Progesterone-mediated oocyte maturation;ko04727//GABAergic synapse;ko04724//Glutamatergic synapse;ko04725//Cholinergic synapse;ko04024//cAMP signaling pathway;ko05030//Cocaine addiction;ko04071//Sphingolipid signaling pathway;ko04923//Regulation of lipolysis in adipocytes;ko05032//Morphine addiction;ko04540//Gap junction;ko05200//Pathways in cancer;ko05145//Toxoplasmosis;ko04022//cGMP-PKG signaling pathway;ko04261//Adrenergic signaling in cardiomyocytes;ko04730//Long-term depression;ko04723//Retrograde endocannabinoid signaling;ko05012//Parkinson's disease;ko04971//Gastric acid secretion;ko04713//Circadian entrainment;ko04670//Leukocyte transendothelial migration;ko04371//Apelin signaling pathway;ko04916//Melanogenesis;ko04611//Platelet activation;ko04360//Axon guidance;ko04915//Estrogen signaling pathway;ko04062//Chemokine signaling pathway,Environmental adaptation;Cellular community - eukaryotes;Endocrine system;Development;Digestive system;Substance dependence;Neurodegenerative diseases;Infectious diseases: Parasitic;Immune system;Signal transduction;Cancers: Overview;Nervous system;Infectious diseases: Bacterial;Circulatory system,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,GNAI2
2791,ko04727//GABAergic synapse;ko04726//Serotonergic synapse;ko04926//Relaxin signaling pathway;ko04014//Ras signaling pathway;ko05032//Morphine addiction;ko04151//PI3K-Akt signaling pathway;ko04723//Retrograde endocannabinoid signaling;ko04725//Cholinergic synapse;ko04371//Apelin signaling pathway;ko05200//Pathways in cancer;ko04713//Circadian entrainment;ko04728//Dopaminergic synapse;ko04062//Chemokine signaling pathway;ko05034//Alcoholism;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04724//Glutamatergic synapse,Signal transduction;Immune system;Environmental adaptation;Substance dependence;Cancers: Overview;Infectious diseases: Viral;Endocrine system;Nervous system,Environmental Information Processing;Human Diseases;Organismal Systems,GNG11
285,ko04014//Ras signaling pathway;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04015//Rap1 signaling pathway;ko04066//HIF-1 signaling pathway;ko04010//MAPK signaling pathway;ko04151//PI3K-Akt signaling pathway,Signal transduction;Infectious diseases: Viral,Human Diseases;Environmental Information Processing,ANGPT2
2869,ko04341//Hedgehog signaling pathway - fly;ko04062//Chemokine signaling pathway;ko05032//Morphine addiction;ko04144//Endocytosis,Substance dependence;Transport and catabolism;Signal transduction;Immune system,Cellular Processes;Human Diseases;Organismal Systems;Environmental Information Processing,GRK5
29108,ko04217//Necroptosis;ko05132//Salmonella infection;ko05164//Influenza A;ko04623//Cytosolic DNA-sensing pathway;ko04621//NOD-like receptor signaling pathway;ko05133//Pertussis;ko05134//Legionellosis,Infectious diseases: Viral;Cell growth and death;Infectious diseases: Bacterial;Immune system,Cellular Processes;Human Diseases;Organismal Systems,PYCARD
3055,ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04062//Chemokine signaling pathway;ko04666//Fc gamma R-mediated phagocytosis,Infectious diseases: Viral;Immune system,Human Diseases;Organismal Systems,HCK
3082,ko05144//Malaria;ko04060//Cytokine-cytokine receptor interaction;ko05226//Gastric cancer;ko05205//Proteoglycans in cancer;ko04015//Rap1 signaling pathway;ko04010//MAPK signaling pathway;ko05211//Renal cell carcinoma;ko05225//Hepatocellular carcinoma;ko04014//Ras signaling pathway;ko04510//Focal adhesion;ko05200//Pathways in cancer;ko05218//Melanoma;ko04151//PI3K-Akt signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance,Drug resistance: Antineoplastic;Signal transduction;Signaling molecules and interaction;Infectious diseases: Parasitic;Cancers: Overview;Cellular community - eukaryotes;Cancers: Specific types,Human Diseases;Environmental Information Processing;Cellular Processes,HGF
3105,ko05320//Autoimmune thyroid disease;ko04612//Antigen processing and presentation;ko04145//Phagosome;ko04144//Endocytosis;ko05203//Viral carcinogenesis;ko05169//Epstein-Barr virus infection;ko05330//Allograft rejection;ko04940//Type I diabetes mellitus;ko05416//Viral myocarditis;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05166//HTLV-I infection;ko05332//Graft-versus-host disease;ko04514//Cell adhesion molecules (CAMs);ko05168//Herpes simplex infection;ko04218//Cellular senescence;ko05165//Human papillomavirus infection,Cell growth and death;Transport and catabolism;Immune diseases;Infectious diseases: Viral;Cancers: Overview;Endocrine and metabolic diseases;Cardiovascular diseases;Signaling molecules and interaction;Immune system,Human Diseases;Environmental Information Processing;Cellular Processes;Organismal Systems,HLA-A
3107,ko05166//HTLV-I infection;ko04940//Type I diabetes mellitus;ko04218//Cellular senescence;ko05332//Graft-versus-host disease;ko05168//Herpes simplex infection;ko05203//Viral carcinogenesis;ko05416//Viral myocarditis;ko05165//Human papillomavirus infection;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04144//Endocytosis;ko05169//Epstein-Barr virus infection;ko05330//Allograft rejection;ko04145//Phagosome;ko05320//Autoimmune thyroid disease;ko04514//Cell adhesion molecules (CAMs);ko04612//Antigen processing and presentation,Signaling molecules and interaction;Immune system;Infectious diseases: Viral;Transport and catabolism;Cancers: Overview;Endocrine and metabolic diseases;Cell growth and death;Cardiovascular diseases;Immune diseases,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,HLA-C
3133,ko04514//Cell adhesion molecules (CAMs);ko04145//Phagosome;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko05320//Autoimmune thyroid disease;ko04940//Type I diabetes mellitus;ko05165//Human papillomavirus infection;ko04144//Endocytosis;ko05203//Viral carcinogenesis;ko05169//Epstein-Barr virus infection;ko05416//Viral myocarditis;ko05166//HTLV-I infection;ko04218//Cellular senescence;ko05168//Herpes simplex infection;ko05332//Graft-versus-host disease;ko04612//Antigen processing and presentation;ko05330//Allograft rejection,Endocrine and metabolic diseases;Cardiovascular diseases;Infectious diseases: Viral;Cancers: Overview;Transport and catabolism;Signaling molecules and interaction;Immune diseases;Immune system;Cell growth and death,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,HLA-E
3134,ko04218//Cellular senescence;ko04940//Type I diabetes mellitus;ko05320//Autoimmune thyroid disease;ko05416//Viral myocarditis;ko05166//HTLV-I infection;ko04514//Cell adhesion molecules (CAMs);ko05203//Viral carcinogenesis;ko05168//Herpes simplex infection;ko05169//Epstein-Barr virus infection;ko05165//Human papillomavirus infection;ko05330//Allograft rejection;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04145//Phagosome;ko04144//Endocytosis;ko05332//Graft-versus-host disease;ko04612//Antigen processing and presentation,Signaling molecules and interaction;Cell growth and death;Cardiovascular diseases;Cancers: Overview;Immune system;Endocrine and metabolic diseases;Transport and catabolism;Infectious diseases: Viral;Immune diseases,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,HLA-F
3303,ko05145//Toxoplasmosis;ko04141//Protein processing in endoplasmic reticulum;ko03040//Spliceosome;ko05164//Influenza A;ko04612//Antigen processing and presentation;ko05169//Epstein-Barr virus infection;ko04213//Longevity regulating pathway - multiple species;ko05134//Legionellosis;ko04144//Endocytosis;ko04915//Estrogen signaling pathway;ko04010//MAPK signaling pathway;ko05162//Measles,"Infectious diseases: Viral;Transport and catabolism;Transcription;Infectious diseases: Bacterial;Signal transduction;Aging;Immune system;Folding, sorting and degradation;Endocrine system;Infectious diseases: Parasitic",Organismal Systems;Environmental Information Processing;Genetic Information Processing;Human Diseases;Cellular Processes,HSPA1A
3304,ko05169//Epstein-Barr virus infection;ko04144//Endocytosis;ko05164//Influenza A;ko05145//Toxoplasmosis;ko04141//Protein processing in endoplasmic reticulum;ko04213//Longevity regulating pathway - multiple species;ko04612//Antigen processing and presentation;ko04010//MAPK signaling pathway;ko05134//Legionellosis;ko05162//Measles;ko04915//Estrogen signaling pathway;ko03040//Spliceosome,"Transcription;Infectious diseases: Viral;Endocrine system;Infectious diseases: Parasitic;Aging;Infectious diseases: Bacterial;Transport and catabolism;Folding, sorting and degradation;Immune system;Signal transduction",Cellular Processes;Environmental Information Processing;Genetic Information Processing;Organismal Systems;Human Diseases,HSPA1B
3315,ko05146//Amoebiasis;ko05169//Epstein-Barr virus infection;ko04370//VEGF signaling pathway;ko04010//MAPK signaling pathway,Infectious diseases: Viral;Infectious diseases: Parasitic;Signal transduction,Environmental Information Processing;Human Diseases,HSPB1
3383,ko04064//NF-kappa B signaling pathway;ko05169//Epstein-Barr virus infection;ko05143//African trypanosomiasis;ko05418//Fluid shear stress and atherosclerosis;ko05416//Viral myocarditis;ko04514//Cell adhesion molecules (CAMs);ko05144//Malaria;ko04650//Natural killer cell mediated cytotoxicity;ko05150//Staphylococcus aureus infection;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko05323//Rheumatoid arthritis;ko05166//HTLV-I infection;ko04670//Leukocyte transendothelial migration;ko05164//Influenza A;ko04668//TNF signaling pathway,Cardiovascular diseases;Infectious diseases: Bacterial;Infectious diseases: Parasitic;Immune system;Signaling molecules and interaction;Endocrine and metabolic diseases;Signal transduction;Infectious diseases: Viral;Immune diseases,Human Diseases;Organismal Systems;Environmental Information Processing,ICAM1
3384,ko04650//Natural killer cell mediated cytotoxicity;ko04514//Cell adhesion molecules (CAMs),Immune system;Signaling molecules and interaction,Environmental Information Processing;Organismal Systems,ICAM2
340061,ko04622//RIG-I-like receptor signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04623//Cytosolic DNA-sensing pathway,Immune system,Organismal Systems,TMEM173
3479,ko04066//HIF-1 signaling pathway;ko04114//Oocyte meiosis;ko04068//FoxO signaling pathway;ko05214//Glioma;ko05215//Prostate cancer;ko05205//Proteoglycans in cancer;ko04213//Longevity regulating pathway - multiple species;ko04510//Focal adhesion;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04913//Ovarian steroidogenesis;ko04152//AMPK signaling pathway;ko01522//Endocrine resistance;ko05414//Dilated cardiomyopathy (DCM);ko04014//Ras signaling pathway;ko04150//mTOR signaling pathway;ko05218//Melanoma;ko04015//Rap1 signaling pathway;ko04211//Longevity regulating pathway;ko05202//Transcriptional misregulation in cancer;ko04960//Aldosterone-regulated sodium reabsorption;ko05200//Pathways in cancer;ko05410//Hypertrophic cardiomyopathy (HCM);ko04750//Inflammatory mediator regulation of TRP channels;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04115//p53 signaling pathway;ko04914//Progesterone-mediated oocyte maturation;ko05224//Breast cancer;ko04730//Long-term depression;ko04010//MAPK signaling pathway;ko04151//PI3K-Akt signaling pathway,Cell growth and death;Excretory system;Sensory system;Cardiovascular diseases;Signal transduction;Cancers: Overview;Endocrine system;Nervous system;Cancers: Specific types;Cellular community - eukaryotes;Aging;Drug resistance: Antineoplastic,Human Diseases;Environmental Information Processing;Organismal Systems;Cellular Processes,IGF1
3481,ko04151//PI3K-Akt signaling pathway;ko04022//cGMP-PKG signaling pathway;ko04913//Ovarian steroidogenesis;ko04010//MAPK signaling pathway;ko04923//Regulation of lipolysis in adipocytes;ko04014//Ras signaling pathway;ko04917//Prolactin signaling pathway;ko04072//Phospholipase D signaling pathway;ko04140//Autophagy - animal;ko04150//mTOR signaling pathway;ko04152//AMPK signaling pathway;ko04114//Oocyte meiosis;ko04914//Progesterone-mediated oocyte maturation;ko04211//Longevity regulating pathway;ko05215//Prostate cancer;ko04950//Maturity onset diabetes of the young;ko04213//Longevity regulating pathway - multiple species;ko05205//Proteoglycans in cancer;ko04911//Insulin secretion;ko04910//Insulin signaling pathway;ko04068//FoxO signaling pathway;ko04930//Type II diabetes mellitus;ko05200//Pathways in cancer;ko04066//HIF-1 signaling pathway;ko04931//Insulin resistance;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04940//Type I diabetes mellitus;ko04810//Regulation of actin cytoskeleton;ko04015//Rap1 signaling pathway;ko04960//Aldosterone-regulated sodium reabsorption;ko05225//Hepatocellular carcinoma,Aging;Cancers: Overview;Cell motility;Cancers: Specific types;Transport and catabolism;Signal transduction;Endocrine and metabolic diseases;Cell growth and death;Excretory system;Endocrine system,Cellular Processes;Human Diseases;Environmental Information Processing;Organismal Systems,IGF2
3561,ko04144//Endocytosis;ko04151//PI3K-Akt signaling pathway;ko04659//Th17 cell differentiation;ko05340//Primary immunodeficiency;ko05321//Inflammatory bowel disease (IBD);ko04630//Jak-STAT signaling pathway;ko05162//Measles;ko05166//HTLV-I infection;ko04060//Cytokine-cytokine receptor interaction;ko05200//Pathways in cancer;ko04658//Th1 and Th2 cell differentiation,Immune diseases;Immune system;Signal transduction;Infectious diseases: Viral;Transport and catabolism;Signaling molecules and interaction;Cancers: Overview,Organismal Systems;Human Diseases;Cellular Processes;Environmental Information Processing,IL2RG
3563,ko04630//Jak-STAT signaling pathway;ko05200//Pathways in cancer;ko04151//PI3K-Akt signaling pathway;ko04210//Apoptosis;ko04640//Hematopoietic cell lineage;ko04060//Cytokine-cytokine receptor interaction,Cell growth and death;Signal transduction;Signaling molecules and interaction;Cancers: Overview;Immune system,Environmental Information Processing;Human Diseases;Cellular Processes;Organismal Systems,IL3RA
3574,ko04151//PI3K-Akt signaling pathway;ko04630//Jak-STAT signaling pathway;ko04640//Hematopoietic cell lineage;ko05200//Pathways in cancer;ko04060//Cytokine-cytokine receptor interaction,Cancers: Overview;Signal transduction;Immune system;Signaling molecules and interaction,Environmental Information Processing;Human Diseases;Organismal Systems,IL7
3601,ko04060//Cytokine-cytokine receptor interaction;ko04630//Jak-STAT signaling pathway;ko05166//HTLV-I infection;ko04672//Intestinal immune network for IgA production;ko05200//Pathways in cancer,Immune system;Signaling molecules and interaction;Signal transduction;Cancers: Overview;Infectious diseases: Viral,Environmental Information Processing;Human Diseases;Organismal Systems,IL15RA
3665,ko05203//Viral carcinogenesis;ko05161//Hepatitis B;ko05164//Influenza A;ko05167//Kaposi's sarcoma-associated herpesvirus infection;ko04621//NOD-like receptor signaling pathway;ko05168//Herpes simplex infection;ko05162//Measles;ko05160//Hepatitis C;ko04622//RIG-I-like receptor signaling pathway;ko04620//Toll-like receptor signaling pathway;ko04623//Cytosolic DNA-sensing pathway,Cancers: Overview;Infectious diseases: Viral;Immune system,Human Diseases;Organismal Systems,IRF7
3680,ko05410//Hypertrophic cardiomyopathy (HCM);ko05412//Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko05165//Human papillomavirus infection;ko04810//Regulation of actin cytoskeleton;ko04510//Focal adhesion;ko05414//Dilated cardiomyopathy (DCM);ko04512//ECM-receptor interaction;ko04514//Cell adhesion molecules (CAMs);ko04151//PI3K-Akt signaling pathway,Cell motility;Cardiovascular diseases;Cellular community - eukaryotes;Signal transduction;Infectious diseases: Viral;Signaling molecules and interaction,Environmental Information Processing;Cellular Processes;Human Diseases,ITGA9
3791,ko05418//Fluid shear stress and atherosclerosis;ko04010//MAPK signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko05205//Proteoglycans in cancer;ko04510//Focal adhesion;ko04015//Rap1 signaling pathway;ko04151//PI3K-Akt signaling pathway;ko04014//Ras signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04370//VEGF signaling pathway,Cancers: Overview;Signal transduction;Cellular community - eukaryotes;Signaling molecules and interaction;Drug resistance: Antineoplastic;Cardiovascular diseases,Environmental Information Processing;Cellular Processes;Human Diseases,KDR
388372,ko04060//Cytokine-cytokine receptor interaction;ko04623//Cytosolic DNA-sensing pathway;ko05132//Salmonella infection;ko04064//NF-kappa B signaling pathway;ko04062//Chemokine signaling pathway;ko04620//Toll-like receptor signaling pathway,Immune system;Signaling molecules and interaction;Infectious diseases: Bacterial;Signal transduction,Environmental Information Processing;Organismal Systems;Human Diseases,CCL4L1
4050,ko05323//Rheumatoid arthritis;ko04064//NF-kappa B signaling pathway;ko04060//Cytokine-cytokine receptor interaction,Immune diseases;Signal transduction;Signaling molecules and interaction,Environmental Information Processing;Human Diseases,LTB
414062,ko05142//Chagas disease (American trypanosomiasis);ko05323//Rheumatoid arthritis;ko04062//Chemokine signaling pathway;ko04060//Cytokine-cytokine receptor interaction;ko04620//Toll-like receptor signaling pathway;ko05132//Salmonella infection,Immune diseases;Signaling molecules and interaction;Infectious diseases: Parasitic;Infectious diseases: Bacterial;Immune system,Environmental Information Processing;Human Diseases;Organismal Systems,CCL3L3
4208,ko04010//MAPK signaling pathway;ko04371//Apelin signaling pathway;ko04022//cGMP-PKG signaling pathway;ko05418//Fluid shear stress and atherosclerosis;ko05202//Transcriptional misregulation in cancer;ko04921//Oxytocin signaling pathway,Cardiovascular diseases;Endocrine system;Signal transduction;Cancers: Overview,Environmental Information Processing;Human Diseases;Organismal Systems,MEF2C
4267,ko04514//Cell adhesion molecules (CAMs);ko04670//Leukocyte transendothelial migration,Signaling molecules and interaction;Immune system,Organismal Systems;Environmental Information Processing,CD99
