GeneID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	FK2.FPKM	FK4.FPKM	FK5.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
10483	20.126	79.268	2.06045224742506	0	0	SEC23B	NM_001172746.1,NM_032985.4,XM_017027593.1,NM_006363.4,NM_001172745.1,NM_032986.3,BGI_novel_T024287	Known_gene	7	18.44	29.24	12.7	79.46	56.49	99.28	74.85	86.26
105376526	2.053	12.5	2.92689117539593	0	0	LOC105376526	XM_011520532.2,BGI_novel_T006295,BGI_novel_T006293,BGI_novel_T006294	Known_gene	4	0.29	5.51	0.36	20.21	9.69	9.9	13.5	9.2
10551	1.046	46.43	5.3570091722121	0	0	AGR2	XM_005249581.4,NM_006408.3	Known_gene	2	0	0	3.14	89.12	19.31	93.11	24.22	6.39
10647	62.573	20822.844	8.26336215327901	0	0	SCGB1D2	NM_006551.3,BGI_novel_T007007	Known_gene	2	22.94	72.93	91.85	25016.51	7054.37	22757.79	14741.74	34543.81
10653	40.106	305.84	3.17073437791873	0	0	SPINT2	NM_001166103.1,NM_021102.3	Known_gene	2	6.41	98.25	15.66	349.42	244.56	275.5	341.08	318.64
10788	2.223	24.198	3.59244436208147	0	0	IQGAP2	BGI_novel_T031619,NM_001285461.1,XM_017008960.1,NM_001285460.1,NM_001285462.1,BGI_novel_T031618,NM_006633.3,BGI_novel_T031617,XM_011543108.1,XM_005248414.1,XM_005248410.2,BGI_novel_T031620,BGI_novel_T031616	Known_gene	13	4.58	0.39	1.7	14.43	25.25	26.28	18.24	36.79
10809	13.13	52.046	2.27783942416411	0	0	STARD10	BGI_novel_T007400,BGI_novel_T007401,NM_006645.2	Known_gene	3	4.39	28.82	6.18	39.81	55.65	55.73	67.45	41.59
10939	6.126	32.462	2.24989460568473	0	0	AFG3L2	NM_006796.2,XM_011525601.2	Known_gene	2	8.8	0.82	8.76	38.18	22.32	21.26	33.94	46.61
10942	1.173	6.548	2.62783075518654	1.36066852564951e-58	4.20698959287423e-58	PRSS21	XM_017022875.1,XM_017022878.1,NM_144956.2,NM_144957.2,NM_001270452.1,XM_017022877.1,NM_006799.3,XM_017022876.1	Known_gene	8	0	2.7	0.82	1.67	5.34	3.55	12.01	10.17
11112	19.576	90.456	2.08962717128254	0	0	HIBADH	NM_152740.3,XM_017011719.1	Known_gene	2	29.33	5.33	24.07	73.6	78.69	97.13	80.05	122.81
11135	5.74	28.888	2.12866085182651	0	0	CDC42EP1	XM_006724109.1,XM_006724108.1,NM_152243.2,XM_006724107.1,XM_017028541.1	Known_gene	5	3.37	1.68	12.17	49.68	14.3	17.54	46.02	16.9
1116	7.89	37.82	2.57427581281466	0	0	CHI3L1	NM_001276.2	Known_gene	1	0.57	21.66	1.44	35.1	41.21	23.44	36.91	52.44
11240	1.67	79.844	5.64809671798136	0	0	PADI2	BGI_novel_T000848,XM_017000148.1,NM_007365.2	Known_gene	3	1.87	0.97	2.17	112.31	44.8	75.38	117.64	49.09
114907	5.96	30.35	2.5725111931726	0	0	FBXO32	BGI_novel_T038674,BGI_novel_T038675,NM_001242463.1,NM_058229.3,NM_148177.2	Known_gene	5	3.13	10.43	4.32	28.65	31.08	16.53	35.24	40.25
115677	25.82	126.606	2.26106204629955	0	0	NOSTRIN	BGI_novel_T022991,XM_011510540.2,NM_001171631.1,XM_006712233.3,BGI_novel_T022990,XM_017003278.1,BGI_novel_T022992,BGI_novel_T022997,BGI_novel_T022994,XM_017003280.1,BGI_novel_T022995,BGI_novel_T022999,BGI_novel_T022998,BGI_novel_T022993,XM_017003279.1,NM_001171632.1,NM_052946.3,NM_001039724.3,XM_005246270.1,BGI_novel_T022996,XM_011510543.2	Known_gene	21	32	17.43	28.03	110.48	129.06	116.32	107.52	169.65
116496	4.09	29.394	2.73273513137145	0	0	FAM129A	NM_052966.3,XM_011509141.2,XM_011509140.2	Known_gene	3	4.92	2.01	5.34	39.96	23.76	26.14	27.02	30.09
117159	249.526	72209.49	8.00822885369771	0	0	DCD	NM_053283.3,NM_001300854.1	Known_gene	2	41.48	131.99	575.11	58887.87	50528.68	91036.29	105632.23	54962.38
117177	2.24	11.116	3.01775185183229	0	0	RAB3IP	NM_001278402.1,XM_017018773.1,XM_017018774.1,BGI_novel_T009400,BGI_novel_T009399,BGI_novel_T009401,NM_022456.4,XM_006719226.3,XM_017018777.1,XM_017018776.1,BGI_novel_T009402,NM_175625.3,XM_017018775.1,XM_006719227.3,NM_001024647.3,NM_175624.3,NM_175623.3	Known_gene	17	1.22	4.51	0.99	14.47	9.97	6.8	10.97	13.37
118430	17.27	21150.768	10.2455202667701	0	0	MUCL1	NM_058173.2	Known_gene	1	8.77	34.43	8.61	20824.79	22062.57	18331.14	34894.6	9640.74
118611	1.793	10.186	2.46455017636054	1.80535000085536e-289	1.94869824335714e-289	C10orf90	BGI_novel_T006087,BGI_novel_T006079,XM_011539220.2,XM_017015634.1,BGI_novel_T006085,XM_005269492.2,BGI_novel_T006078,BGI_novel_T006088,XM_005269491.1,BGI_novel_T006081,XM_011539224.2,XM_011539217.2,BGI_novel_T006082,XM_011539223.2,XM_017015635.1,XM_011539226.1,BGI_novel_T006086,XM_011539230.2,BGI_novel_T006084,BGI_novel_T006080,NM_001004298.2,BGI_novel_T006090,XM_011539227.2,XM_011539231.1,XM_011539222.2,BGI_novel_T006089,XM_011539216.1,XM_011539232.1,BGI_novel_T006083,XM_011539233.1	Known_gene	30	3.61	0.02	1.75	2.82	5.88	8.32	4.24	29.67
119559	3.31	25.898	2.81295373468025	0	0	SFXN4	XM_005269527.1,BGI_novel_T005961,XM_005269525.4,BGI_novel_T005962,XM_011539282.2,NM_213649.1,XM_005269526.2	Known_gene	7	6.01	0	3.92	31.53	31.15	23.96	26.86	15.99
120224	10.93	34.494	2.04289288763655	0	0	TMEM45B	NM_138788.3,XM_011542588.2,BGI_novel_T008157,XM_011542586.2,XM_017017189.1,XM_017017188.1,BGI_novel_T008156,BGI_novel_T008155,XM_005271400.4	Known_gene	9	0.33	30.93	1.53	22.59	19.61	35.55	51.53	43.19
121506	1.87	46.62	4.40112103873532	0	0	ERP27	NM_001300784.1,NM_152321.3	Known_gene	2	4	0.33	1.28	73.2	25.3	45.94	30.26	58.4
123099	7.996	35.814	2.47630853512954	0	0	DEGS2	NM_206918.2,BGI_novel_T012432,XM_006720043.3	Known_gene	3	0.44	15.72	7.83	39.5	32.88	39.19	35.94	31.56
124220	3.52	686.174	7.43567313056001	0	0	ZG16B	NM_145252.2	Known_gene	1	0	1.78	8.78	198.4	119.16	588.1	1481.37	1043.84
124975	2.826	26.96	3.70872512904616	0	0	GGT6	NM_001288702.1,NM_001288703.1,NM_153338.3,NM_001122890.2,NM_001288704.1	Known_gene	5	0.17	6.91	1.4	35.62	23.39	23.38	37.34	15.07
126969	1.506	15.844	3.27904931764571	0	0	SLC44A3	NM_001258340.1,BGI_novel_T002184,NM_001114106.2,XM_005270442.1,XM_005270441.2,BGI_novel_T002182,XM_005270440.2,XM_011540636.2,XM_011540633.2,XM_011540632.2,NM_001301079.1,XM_011540635.2,NM_001258341.1,NM_152369.4,XM_017000264.1,XM_017000265.1,XM_017000266.1,XM_017000263.1,XM_017000262.1,NM_001258342.1,NM_001258343.1,BGI_novel_T002183	Known_gene	22	2.61	0.17	1.74	17.32	20.85	13.65	24.12	3.28
128218	1.406	22.992	4.15563483411237	0	0	TMEM125	XM_005270467.3,NM_001320244.1,NM_144626.2,XM_011540705.2,BGI_novel_T001534	Known_gene	5	0	2.84	1.38	25.84	10.77	27.41	26.47	24.47
135932	1.58	31.63	4.57939455389987	0	0	TMEM139	NM_153345.3,BGI_novel_T037184,NM_001242774.2,NM_001242773.2,NM_001282877.1,NM_001242775.2,NM_001282876.1,BGI_novel_T037185	Known_gene	8	0.15	3.78	0.81	46.95	36.34	24.08	26.19	24.59
1364	24.466	752.464	5.01461687210373	0	0	CLDN4	NM_001305.4	Known_gene	1	6.56	42.52	24.32	967.97	430.72	1129.35	804.11	430.17
1366	1.49	86.382	6.1155644135968	0	0	CLDN7	NM_001185023.1,BGI_novel_T016072,NM_001307.5,NM_001185022.1	Known_gene	4	0.05	3.26	1.16	121.78	48.47	70.18	151.81	39.67
143458	3.273	16.048	2.05358137378926	0	0	LDLRAD3	NM_001304263.1,NM_174902.3,NM_001304264.1	Known_gene	3	2.22	0.11	7.49	23.59	5.53	17.69	21.54	11.89
143662	8.143	55.644	3.1804138859452	0	0	MUC15	NM_001135092.1,NM_001135091.1,BGI_novel_T006591,XM_017017235.1,XM_017017236.1,NM_145650.3	Known_gene	6	1	23.15	0.28	40.54	44.71	61.57	49.1	82.3
144348	1.613	7.192	2.09865793509192	5.37454847247898e-198	7.75806298499336e-198	ZNF664	NM_001204298.1,BGI_novel_T010209,BGI_novel_T010208,NM_152437.2,BGI_novel_T010210	Known_gene	5	2.72	0.88	1.24	9.42	5.58	6.02	10.39	4.55
145282	2.043	9.146	2.15318034140095	0	0	MIPOL1	NM_001195296.1,XM_017021010.1,XM_017021001.1,XM_017021004.1,XM_017021000.1,XM_017021017.1,XM_017020994.1,NM_138731.6,XM_017021009.1,BGI_novel_T011602,XM_017020997.1,XM_017021015.1,XM_017021011.1,XM_017021006.1,XM_017021016.1,XM_017021014.1,XM_017021013.1,XM_017020991.1,XM_017020996.1,XM_017020993.1,XM_017021008.1,XM_017021018.1,XM_017020999.1,XM_017021007.1,BGI_novel_T011604,BGI_novel_T011603,XM_017021019.1,BGI_novel_T011601,XM_017021002.1,BGI_novel_T011605,XM_017020995.1,XM_017021003.1,XM_017021005.1,XM_017020998.1,XM_011536463.2,NM_001195297.1,XM_017020992.1,XM_011536467.2,XM_017021012.1	Known_gene	39	4.51	0.11	1.51	9.3	8.65	11.36	10.16	6.26
146439	1.263	14.18	3.5394560141023	2.65662922281424e-297	2.80072434448384e-297	BICDL2	NM_001103175.1,XM_005255135.4,XM_011522391.1,BGI_novel_T014309	Known_gene	4	0.07	2.21	1.51	21.15	9.15	14.91	22.39	3.3
146857	1.38	6.92	2.39146931593703	2.81346103714973e-282	3.08886606490961e-282	SLFN13	BGI_novel_T016628,NM_144682.5,XM_017024232.1,XM_011524383.2,BGI_novel_T016626,XM_017024233.1,BGI_novel_T016627,XM_005257922.2,BGI_novel_T016625	Known_gene	9	2.6	0.11	1.43	5.37	5.23	7.56	5.3	11.14
1474	23.1	102.088	2.28233488628481	0	0	CST6	NM_001323.3	Known_gene	1	1.41	65.84	2.05	51.93	32.14	55.67	368.6	2.1
147645	2.35	12.936	2.71475650580595	0	0	VSIG10L	NM_001163922.1	Known_gene	1	0.39	5.54	1.12	3.79	4.97	18.58	12.65	24.69
148327	3.983	110.152	4.4648343347825	0	0	CREB3L4	NM_001255980.1,NM_001255978.1,XM_017000372.1,NM_001255981.1,NM_130898.3,XM_006711172.2,NM_001255979.1	Known_gene	7	3.62	0.07	8.26	142.78	100.42	113.26	99.35	94.95
148808	2.546	28.988	3.33694730807588	0	0	MFSD4A	NM_181644.4,XM_011509229.2	Known_gene	2	3.6	0.1	3.94	34.27	22.09	21.25	42.8	24.53
149466	2	11.284	2.82252244352902	2.56394060826238e-139	4.68187899096487e-139	C1orf210	NM_001164829.1,XM_011540802.1,NM_182517.2	Known_gene	3	0.83	5.17	0	16.82	13.78	6.63	9.83	9.36
150696	2.166	8.338	2.31132692009522	1.9530267245741e-237	2.45811370841118e-237	PROM2	XM_006712301.2,BGI_novel_T022070,NM_001165977.2,BGI_novel_T022069,NM_001321070.1,XM_011510672.2,NM_144707.3,NM_001165978.2,BGI_novel_T022071	Known_gene	9	0.36	5.77	0.37	9.81	1.46	4.61	17.27	8.54
151354	9.983	41.706	2.11089042113228	0	0	FAM84A	BGI_novel_T021015,NM_145175.2,BGI_novel_T021014	Known_gene	3	6.17	9.34	14.44	79.64	39.75	35.63	37.73	15.78
152519	2.846	10.478	2.2185776328788	0	0	NIPAL1	BGI_novel_T029562,XM_017007784.1,NM_207330.2,BGI_novel_T029561	Known_gene	4	0.24	7.47	0.83	7.75	14.57	20.24	6.22	3.61
154091	1.036	10.234	3.20071256067324	0	0	SLC2A12	XM_006715349.3,BGI_novel_T034500,NM_145176.2,XM_017010311.1	Known_gene	4	0.56	2.13	0.42	10.09	2	14	16.47	8.61
155066	4.266	32.224	2.70295220889702	0	0	ATP6V0E2	NM_001289990.1,NM_145230.3,NM_001100592.2	Known_gene	3	3.25	0.35	9.2	35.59	27.64	25.66	49.39	22.84
157638	4.576	20.832	2.24356375742863	0	0	FAM84B	NM_174911.4,XM_017013107.1,BGI_novel_T038723,BGI_novel_T038721,XM_017013108.1,BGI_novel_T038722	Known_gene	6	3.27	1.65	8.81	26.77	17.25	23.67	20.73	15.74
158584	4.686	15.176	2.16045179890211	1.84578073414874e-191	2.72975121411532e-191	FAAH2	XM_005261985.2,XM_011530767.2,XM_017029291.1,NM_174912.3,XM_017029290.1,XM_005261987.3,XM_017029293.1,XM_017029292.1,XM_017029294.1,XM_005261982.1,XM_005261986.3	Known_gene	11	0.47	12.15	1.44	20.27	11.5	15.06	11.43	17.62
159195	3.07	12.388	2.03030165022082	0	0	USP54	XM_017015771.1,XM_017015778.1,BGI_novel_T005267,XM_017015770.1,XM_011539368.2,XM_017015763.1,BGI_novel_T005265,XM_017015783.1,XM_017015776.1,XM_017015773.1,NM_001320441.1,XM_017015765.1,XM_017015762.1,XM_017015768.1,XM_017015781.1,XM_005269582.2,XM_017015760.1,XM_017015772.1,BGI_novel_T005266,XM_017015774.1,XM_017015786.1,XM_017015780.1,NM_152586.3,XM_017015777.1,BGI_novel_T005268,XM_017015767.1,XM_017015766.1,XM_017015759.1,XM_017015779.1,XM_017015785.1,XM_017015761.1,XM_017015764.1,XM_017015769.1,XM_017015775.1,XM_017015784.1,XM_017015782.1,NM_001320437.1	Known_gene	37	5.62	1.34	2.25	15.58	6.35	17.25	19.74	3.02
160760	1.186	5.996	2.22579565320557	1.14419380235585e-141	2.06702580105451e-141	PPTC7	NM_139283.1,BGI_novel_T009891,BGI_novel_T009890	Known_gene	3	2.05	0.03	1.48	9.93	4.48	5.64	5.87	4.06
162979	1.94	9.306	2.32162311842095	6.75872799042421e-101	1.50523691967487e-100	ZNF296	NM_145288.1	Known_gene	1	1.15	3.08	1.59	10.3	3.33	9.93	19.93	3.04
165679	32.693	152.414	2.59046521417034	0	0	SPTSSB	XM_017005793.1,NM_001040100.1,BGI_novel_T028485,XM_017005794.1,NM_001320679.1	Known_gene	5	4.23	91.08	2.77	148.37	152.04	183.97	121.17	156.52
1672	1.146	13.922	3.52461912684743	3.13169694833414e-51	1.04498464164628e-50	DEFB1	NM_005218.3	Known_gene	1	0	2.06	1.38	13.59	9.71	16.71	22.93	6.67
171177	6.406	44.142	3.11818332751766	0	0	RHOV	NM_133639.3	Known_gene	1	0	18.57	0.65	52.43	22.79	33.1	39.04	73.35
171546	14.3	106.174	2.85747383890341	0	0	SPTSSA	NM_138288.3	Known_gene	1	21.77	9.42	11.71	52.18	74.9	128.61	100.01	175.17
1717	2.863	47.182	3.9684113962659	0	0	DHCR7	XM_011544777.1,BGI_novel_T007354,NM_001360.2,NM_001163817.1	Known_gene	4	1.49	2.56	4.54	59.8	31.28	35.85	85.74	23.24
1718	9.06	60.626	2.79085469495717	0	0	DHCR24	NM_014762.3	Known_gene	1	2.1	14.07	11.01	89.42	57.79	52.15	77.23	26.54
178	1.986	10.052	2.39292055763346	0	0	AGL	NM_000644.2,NM_000645.2,XM_017000501.1,NM_000643.2,NM_000028.2,NM_000642.2,NM_000646.2,XM_005270557.2	Known_gene	8	3.53	1.07	1.36	9.07	14.58	9.07	7.03	10.51
1780	2.4	10.866	2.01383920585385	8.59215292160488e-189	1.28085363527031e-188	DYNC1I1	NM_004411.4,BGI_novel_T036534,XM_017011805.1,NM_001278421.1,XM_011515862.1,XM_011515861.1,XM_017011806.1,NM_001135557.1,BGI_novel_T036535,XM_017011807.1,BGI_novel_T036533,NM_001135556.1,XM_011515863.2,NM_001278422.1,BGI_novel_T036536,XM_017011804.1,BGI_novel_T036537,BGI_novel_T036532	Known_gene	18	3.03	0	4.17	2.75	6.67	13.03	10.37	21.51
1824	8.473	45.542	2.77232886911626	0	0	DSC2	BGI_novel_T018349,NM_024422.4,NM_004949.4,XM_005258206.4	Known_gene	4	1.34	21.72	2.36	45.83	50.09	51.78	47.11	32.9
1836	1.546	86.618	5.70722308855357	0	0	SLC26A2	BGI_novel_T032402,XM_017009191.1,NM_000112.3,BGI_novel_T032403	Known_gene	4	2.15	0.83	1.66	53.82	73.52	94.71	71.68	139.36
1837	1.81	6.882	2.06555602513497	1.35220280398582e-182	2.0664515653859e-182	DTNA	NM_032980.3,XM_017025598.1,NM_032978.6,NM_032981.4,NM_001198939.1,XM_017025592.1,BGI_novel_T018401,XM_017025586.1,NM_001198940.1,XM_017025589.1,XM_017025582.1,NM_032979.4,XM_017025587.1,NM_001198941.1,BGI_novel_T018400,NM_001198945.1,BGI_novel_T018399,XM_017025594.1,XM_005258221.4,XM_017025601.1,XM_011525853.2,NM_001198943.1,XM_017025583.1,NM_001198942.1,NM_001128175.1,XM_017025576.1,XM_017025590.1,XM_017025597.1,XM_017025579.1,NM_001390.4,NM_032975.3,XM_017025599.1,XM_017025600.1,XM_017025593.1,NM_001198938.1,XM_017025588.1,XM_017025596.1,XM_017025595.1,XM_017025578.1,XM_017025577.1,NM_001391.5,XM_017025584.1,XM_017025580.1,XM_017025591.1,BGI_novel_T018398,XM_017025575.1,XM_017025581.1,XM_017025585.1,XM_017025602.1,NM_001392.4,NM_001198944.1	Known_gene	51	1.85	0.06	3.52	6.33	2.91	4	7.9	13.27
1838	5.376	34.36	2.33283530566753	0	0	DTNB	XM_017003538.1,XM_017003536.1,XM_017003537.1,NM_001320932.1,XM_011532675.1,XM_017003533.1,NM_001256304.1,XM_011532672.2,XM_011532677.2,XM_017003535.1,XM_017003531.1,XM_017003542.1,XM_017003541.1,XM_017003532.1,XM_017003545.1,XM_017003543.1,XM_011532673.1,XM_011532681.2,XM_011532671.1,XM_011532676.1,XM_017003529.1,XM_011532680.2,XM_017003544.1,NM_001320936.1,NM_183361.2,NM_001320934.1,NM_001256303.1,XM_017003540.1,NM_033147.3,NM_001320937.1,NM_001320935.1,XM_017003534.1,NM_183360.2,XM_017003539.1,NM_001256308.2,XM_005264182.1,NM_001320933.1,XM_011532679.1,XM_011532674.1,NM_021907.4,NM_033148.3,XM_017003530.1	Known_gene	42	7.67	1.74	6.72	25.17	29.33	40.49	34.7	42.11
1846	1.65	12.892	2.80485971207016	0	0	DUSP4	XM_011544428.2,NM_001394.6,NM_057158.3	Known_gene	3	2.63	0.44	1.88	12.49	16.78	11.52	16.14	7.53
1944	3.093	22.452	2.89958081215519	0	0	EFNA3	BGI_novel_T002899,NM_004952.4	Known_gene	2	0.98	4.52	3.78	33.62	14.47	11.41	41.18	11.58
1945	3.226	17.488	2.39510980070146	5.10653520760319e-147	9.01272944624587e-147	EFNA4	NM_005227.2,NM_182690.2,NM_182689.1	Known_gene	3	1.12	3.52	5.04	15.12	6.16	29.55	30.33	6.28
1999	5.476	65.302	3.88847274283005	0	0	ELF3	NM_004433.4,XM_005244942.2,BGI_novel_T003664,NM_001114309.1	Known_gene	4	0.28	14.32	1.83	89.02	32.06	73.1	93.76	38.57
2001	1.66	46.722	5.27465570811766	0	0	ELF5	NM_198381.1,BGI_novel_T006655,BGI_novel_T006654,XM_017017308.1,NM_001243080.1,XM_017017309.1,NM_001243081.1,NM_001422.3	Known_gene	8	0.11	4.78	0.09	12.2	25.34	72.31	60.3	63.46
200728	1.403	7.272	2.21799385531202	2.71082997493044e-92	6.35467775648357e-92	TMEM17	XM_011532694.2,XM_011532693.2,NM_198276.2,XM_017003575.1	Known_gene	4	2.47	0	1.74	6.26	16.9	3.81	5.71	3.68
201501	2.193	8.554	2.52757259413752	7.53541447009492e-277	8.42008561247511e-277	ZBTB7C	XM_017025606.1,XM_005258229.4,XM_011525869.2,XM_011525863.2,XM_011525861.2,NM_001039360.2,XM_017025607.1,XM_017025608.1,NM_001318841.1,XM_011525864.2,XM_011525871.2,BGI_novel_T018508,XM_017025609.1,XM_011525866.2,XM_011525865.2,XM_011525867.2,XM_011525870.2,XM_017025605.1	Known_gene	18	0.06	6.04	0.48	23.62	3.26	1.27	10.98	3.64
202374	1.78	16.678	3.69437005761612	0	0	STK32A	BGI_novel_T032358,BGI_novel_T032359,NM_001112724.1,XM_017009214.1,XM_011537579.2,NM_001287740.1,NM_145001.3,XM_017009213.1,XM_011537577.2,XM_011537576.1	Known_gene	10	4.52	0.08	0.74	6.97	19.86	19.3	17.51	19.75
2035	1.14	7.532	2.07683619060476	3.08831047961661e-189	4.59747781196513e-189	EPB41	XM_017000586.1,XM_017000587.1,XM_005245769.1,XM_006710439.1,XM_017000594.1,XM_011540963.2,XM_017000581.1,XM_005245760.1,XM_011540961.1,XM_011540959.1,XM_017000602.1,XM_005245753.1,XM_005245772.4,BGI_novel_T001150,XM_017000588.1,XM_017000598.1,XM_006710434.1,XM_011540958.1,XM_017000583.1,XM_017000601.1,XM_005245763.1,XM_011540956.1,XM_017000582.1,XM_005245764.1,XM_011540962.1,XM_011540960.1,XM_017000584.1,XM_005245770.1,XM_017000599.1,XM_005245765.1,XM_017000591.1,XM_005245774.1,XM_017000596.1,XM_011540965.2,NM_203342.2,XM_017000595.1,NM_001166006.1,NM_001166005.1,XM_017000590.1,BGI_novel_T001149,XM_017000600.1,XM_017000592.1,XM_017000604.1,XM_005245757.1,XM_005245768.1,XM_011540957.1,XM_005245773.4,XM_017000589.1,XM_017000585.1,XM_005245761.1,NM_004437.3,XM_017000593.1,NM_203343.2,XM_017000603.1,XM_017000597.1,XM_011540964.1,NM_001166007.1,BGI_novel_T001151	Known_gene	58	1.41	0.54	1.47	8.6	15.8	5.35	2.2	5.71
2049	1.056	10.846	3.4197143986724	0	0	EPHB3	NM_004443.3	Known_gene	1	0.52	1.63	1.02	9.43	4.31	20.4	15.68	4.41
2064	2.41	19.298	2.92833745725311	0	0	ERBB2	NM_001005862.2,NM_001289938.1,NM_001289937.1,NM_001289936.1,NM_004448.3,BGI_novel_T016709	Known_gene	6	1.72	2.04	3.47	34.99	13.2	13.46	23.01	11.83
2115	3.573	22.42	2.33630331338889	0	0	ETV1	BGI_novel_T035464,XM_005249635.4,BGI_novel_T035463,NM_001163150.1,NM_001163152.1,XM_011515167.2,NM_004956.4,NM_001163151.1,NM_001163148.1,NM_001163147.1,XM_011515168.2,XM_011515170.2,NM_001163149.1,XM_005249636.4	Known_gene	14	6.46	0.04	4.22	14.58	9.28	32.19	21.67	34.38
