Gene ID,Pathway Name,Level 2,Level 1,Other Gene ID
284348,ko05220//Chronic myeloid leukemia;ko05200//Pathways in cancer;ko05205//Proteoglycans in cancer;ko04970//Salivary secretion;ko04120//Ubiquitin mediated proteolysis;ko04910//Insulin signaling pathway;ko04012//ErbB signaling pathway;ko04144//Endocytosis;ko05100//Bacterial invasion of epithelial cells,"Infectious diseases: Bacterial;Endocrine system;Cancers: Specific types;Digestive system;Cancers: Overview;Signal transduction;Folding, sorting and degradation;Transport and catabolism",Environmental Information Processing;Genetic Information Processing;Organismal Systems;Cellular Processes;Human Diseases,LYPD5
2891,ko04723//Retrograde endocannabinoid signaling;ko04713//Circadian entrainment;ko04730//Long-term depression;ko04080//Neuroactive ligand-receptor interaction;ko04024//cAMP signaling pathway;ko05014//Amyotrophic lateral sclerosis (ALS);ko05031//Amphetamine addiction;ko04728//Dopaminergic synapse;ko04724//Glutamatergic synapse;ko05030//Cocaine addiction;ko05033//Nicotine addiction;ko04720//Long-term potentiation,Neurodegenerative diseases;Environmental adaptation;Substance dependence;Nervous system;Signal transduction;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing;Human Diseases,GRIA2
3091,ko05205//Proteoglycans in cancer;ko05211//Renal cell carcinoma;ko04140//Autophagy - animal;ko04066//HIF-1 signaling pathway;ko04212//Longevity regulating pathway - worm;ko04659//Th17 cell differentiation;ko04919//Thyroid hormone signaling pathway;ko05167//Kaposi sarcoma-associated herpesvirus infection;ko05200//Pathways in cancer;ko05230//Central carbon metabolism in cancer;ko05231//Choline metabolism in cancer;ko04137//Mitophagy - animal,Endocrine system;Infectious diseases: Viral;Cancers: Overview;Aging;Transport and catabolism;Cancers: Specific types;Immune system;Signal transduction,Environmental Information Processing;Organismal Systems;Human Diseases;Cellular Processes,HIF1A
3696,ko04151//PI3K-Akt signaling pathway;ko05165//Human papillomavirus infection;ko04810//Regulation of actin cytoskeleton;ko05410//Hypertrophic cardiomyopathy (HCM);ko04512//ECM-receptor interaction;ko04510//Focal adhesion;ko04514//Cell adhesion molecules (CAMs);ko05412//Arrhythmogenic right ventricular cardiomyopathy (ARVC);ko05414//Dilated cardiomyopathy (DCM),Infectious diseases: Viral;Signaling molecules and interaction;Cardiovascular diseases;Cellular community - eukaryotes;Signal transduction;Cell motility,Environmental Information Processing;Human Diseases;Cellular Processes,ITGB8
3709,"ko04723//Retrograde endocannabinoid signaling;ko04972//Pancreatic secretion;ko04925//Aldosterone synthesis and secretion;ko04728//Dopaminergic synapse;ko04927//Cortisol synthesis and secretion;ko04625//C-type lectin receptor signaling pathway;ko05163//Human cytomegalovirus infection;ko04540//Gap junction;ko04971//Gastric acid secretion;ko04270//Vascular smooth muscle contraction;ko04726//Serotonergic synapse;ko04114//Oocyte meiosis;ko04730//Long-term depression;ko04928//Parathyroid hormone synthesis, secretion and action;ko05170//Human immunodeficiency virus 1 infection;ko04934//Cushing syndrome;ko04970//Salivary secretion;ko04724//Glutamatergic synapse;ko04020//Calcium signaling pathway;ko04725//Cholinergic synapse;ko04922//Glucagon signaling pathway;ko04750//Inflammatory mediator regulation of TRP channels;ko04912//GnRH signaling pathway;ko04210//Apoptosis;ko04720//Long-term potentiation;ko05205//Proteoglycans in cancer;ko05167//Kaposi sarcoma-associated herpesvirus infection;ko05010//Alzheimer disease;ko04924//Renin secretion;ko04611//Platelet activation;ko04022//cGMP-PKG signaling pathway;ko04918//Thyroid hormone synthesis;ko04921//Oxytocin signaling pathway;ko04371//Apelin signaling pathway;ko04070//Phosphatidylinositol signaling system;ko04915//Estrogen signaling pathway;ko04621//NOD-like receptor signaling pathway;ko04218//Cellular senescence",Cancers: Overview;Circulatory system;Digestive system;Neurodegenerative diseases;Immune system;Nervous system;Sensory system;Endocrine system;Infectious diseases: Viral;Cellular community - eukaryotes;Signal transduction;Endocrine and metabolic diseases;Cell growth and death,Cellular Processes;Organismal Systems;Environmental Information Processing;Human Diseases,ITPR2
394,ko04510//Focal adhesion;ko04670//Leukocyte transendothelial migration,Immune system;Cellular community - eukaryotes,Organismal Systems;Cellular Processes,ARHGAP5
3993,ko04530//Tight junction;ko05165//Human papillomavirus infection;ko04390//Hippo signaling pathway;ko04391//Hippo signaling pathway - fly,Cellular community - eukaryotes;Signal transduction;Infectious diseases: Viral,Cellular Processes;Environmental Information Processing;Human Diseases,LLGL2
399694,ko04510//Focal adhesion;ko05034//Alcoholism;ko04062//Chemokine signaling pathway;ko04910//Insulin signaling pathway;ko01522//Endocrine resistance;ko04917//Prolactin signaling pathway;ko05220//Chronic myeloid leukemia;ko04014//Ras signaling pathway;ko05226//Gastric cancer;ko04012//ErbB signaling pathway;ko04072//Phospholipase D signaling pathway;ko04650//Natural killer cell mediated cytotoxicity;ko05224//Breast cancer;ko04926//Relaxin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko05225//Hepatocellular carcinoma;ko05214//Glioma;ko04915//Estrogen signaling pathway;ko05206//MicroRNAs in cancer;ko05100//Bacterial invasion of epithelial cells;ko04722//Neurotrophin signaling pathway,Cancers: Specific types;Substance dependence;Cancers: Overview;Endocrine system;Signal transduction;Nervous system;Cellular community - eukaryotes;Drug resistance: Antineoplastic;Infectious diseases: Bacterial;Immune system,Environmental Information Processing;Organismal Systems;Human Diseases;Cellular Processes,SHC4
476,ko04970//Salivary secretion;ko04911//Insulin secretion;ko04978//Mineral absorption;ko04964//Proximal tubule bicarbonate reclamation;ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04976//Bile secretion;ko04973//Carbohydrate digestion and absorption;ko04925//Aldosterone synthesis and secretion;ko04971//Gastric acid secretion;ko04974//Protein digestion and absorption;ko04918//Thyroid hormone synthesis;ko04022//cGMP-PKG signaling pathway;ko04919//Thyroid hormone signaling pathway;ko04260//Cardiac muscle contraction;ko04024//cAMP signaling pathway;ko04960//Aldosterone-regulated sodium reabsorption;ko04972//Pancreatic secretion;ko04261//Adrenergic signaling in cardiomyocytes,Digestive system;Signal transduction;Excretory system;Endocrine system;Circulatory system,Organismal Systems;Environmental Information Processing,ATP1A1
481,ko04024//cAMP signaling pathway;ko04919//Thyroid hormone signaling pathway;ko04260//Cardiac muscle contraction;ko04911//Insulin secretion;ko04960//Aldosterone-regulated sodium reabsorption;ko04022//cGMP-PKG signaling pathway;ko04971//Gastric acid secretion;ko04978//Mineral absorption;ko04918//Thyroid hormone synthesis;ko04974//Protein digestion and absorption;ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04261//Adrenergic signaling in cardiomyocytes;ko04972//Pancreatic secretion;ko04964//Proximal tubule bicarbonate reclamation;ko04973//Carbohydrate digestion and absorption;ko04970//Salivary secretion;ko04925//Aldosterone synthesis and secretion;ko04976//Bile secretion,Endocrine system;Digestive system;Signal transduction;Circulatory system;Excretory system,Organismal Systems;Environmental Information Processing,ATP1B1
4886,ko04923//Regulation of lipolysis in adipocytes;ko04024//cAMP signaling pathway;ko04080//Neuroactive ligand-receptor interaction,Signal transduction;Endocrine system;Signaling molecules and interaction,Organismal Systems;Environmental Information Processing,NPY1R
5295,ko04218//Cellular senescence;ko04722//Neurotrophin signaling pathway;ko04923//Regulation of lipolysis in adipocytes;ko05200//Pathways in cancer;ko05218//Melanoma;ko04664//Fc epsilon RI signaling pathway;ko05163//Human cytomegalovirus infection;ko05169//Epstein-Barr virus infection;ko04910//Insulin signaling pathway;ko05215//Prostate cancer;ko04919//Thyroid hormone signaling pathway;ko05160//Hepatitis C;ko04973//Carbohydrate digestion and absorption;ko04210//Apoptosis;ko04611//Platelet activation;ko04390//Hippo signaling pathway;ko04630//Jak-STAT signaling pathway;ko05226//Gastric cancer;ko05231//Choline metabolism in cancer;ko04550//Signaling pathways regulating pluripotency of stem cells;ko04933//AGE-RAGE signaling pathway in diabetic complications;ko04360//Axon guidance;ko04934//Cushing syndrome;ko04213//Longevity regulating pathway - multiple species;ko05146//Amoebiasis;ko04380//Osteoclast differentiation;ko05213//Endometrial cancer;ko05100//Bacterial invasion of epithelial cells;ko05220//Chronic myeloid leukemia;ko04140//Autophagy - animal;ko04510//Focal adhesion;ko04211//Longevity regulating pathway;ko04660//T cell receptor signaling pathway;ko05203//Viral carcinogenesis;ko04666//Fc gamma R-mediated phagocytosis;ko04071//Sphingolipid signaling pathway;ko05142//Chagas disease (American trypanosomiasis);ko04926//Relaxin signaling pathway;ko01521//EGFR tyrosine kinase inhibitor resistance;ko04014//Ras signaling pathway;ko04930//Type II diabetes mellitus;ko05167//Kaposi sarcoma-associated herpesvirus infection;ko05223//Non-small cell lung cancer;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04310//Wnt signaling pathway;ko04960//Aldosterone-regulated sodium reabsorption;ko04650//Natural killer cell mediated cytotoxicity;ko05212//Pancreatic cancer;ko05170//Human immunodeficiency virus 1 infection;ko05217//Basal cell carcinoma;ko04668//TNF signaling pathway;ko05211//Renal cell carcinoma;ko04062//Chemokine signaling pathway;ko05221//Acute myeloid leukemia;ko04152//AMPK signaling pathway;ko04662//B cell receptor signaling pathway;ko04917//Prolactin signaling pathway;ko04068//FoxO signaling pathway;ko04620//Toll-like receptor signaling pathway;ko05224//Breast cancer;ko04066//HIF-1 signaling pathway;ko05161//Hepatitis B;ko04151//PI3K-Akt signaling pathway;ko04072//Phospholipase D signaling pathway;ko04916//Melanogenesis;ko05230//Central carbon metabolism in cancer;ko04370//VEGF signaling pathway;ko04725//Cholinergic synapse;ko04070//Phosphatidylinositol signaling system;ko04015//Rap1 signaling pathway;ko01524//Platinum drug resistance;ko01522//Endocrine resistance;ko05210//Colorectal cancer;ko05166//Human T-cell leukemia virus 1 infection;ko04915//Estrogen signaling pathway;ko04670//Leukocyte transendothelial migration;ko05164//Influenza A;ko04810//Regulation of actin cytoskeleton;ko05165//Human papillomavirus infection;ko05162//Measles;ko04024//cAMP signaling pathway;ko05225//Hepatocellular carcinoma;ko05222//Small cell lung cancer;ko04625//C-type lectin receptor signaling pathway;ko05205//Proteoglycans in cancer;ko04012//ErbB signaling pathway;ko04150//mTOR signaling pathway;ko04750//Inflammatory mediator regulation of TRP channels;ko04931//Insulin resistance;ko05418//Fluid shear stress and atherosclerosis;ko05214//Glioma;ko04914//Progesterone-mediated oocyte maturation,Cancers: Specific types;Nervous system;Cell motility;Cardiovascular diseases;Signal transduction;Infectious diseases: Parasitic;Infectious diseases: Viral;Excretory system;Cancers: Overview;Endocrine and metabolic diseases;Drug resistance: Antineoplastic;Cell growth and death;Digestive system;Aging;Sensory system;Endocrine system;Transport and catabolism;Cellular community - eukaryotes;Infectious diseases: Bacterial;Development;Immune system,Organismal Systems;Environmental Information Processing;Human Diseases;Cellular Processes,PIK3R1
5507,ko04931//Insulin resistance;ko04910//Insulin signaling pathway,Endocrine system;Endocrine and metabolic diseases,Human Diseases;Organismal Systems,PPP1R3C
5567,"ko04310//Wnt signaling pathway;ko04213//Longevity regulating pathway - multiple species;ko04024//cAMP signaling pathway;ko05110//Vibrio cholerae infection;ko05030//Cocaine addiction;ko04971//Gastric acid secretion;ko04927//Cortisol synthesis and secretion;ko05414//Dilated cardiomyopathy (DCM);ko04713//Circadian entrainment;ko04725//Cholinergic synapse;ko04934//Cushing syndrome;ko04928//Parathyroid hormone synthesis, secretion and action;ko05200//Pathways in cancer;ko04918//Thyroid hormone synthesis;ko04340//Hedgehog signaling pathway;ko04916//Melanogenesis;ko05163//Human cytomegalovirus infection;ko04913//Ovarian steroidogenesis;ko04740//Olfactory transduction;ko04114//Oocyte meiosis;ko05032//Morphine addiction;ko04723//Retrograde endocannabinoid signaling;ko04742//Taste transduction;ko04750//Inflammatory mediator regulation of TRP channels;ko04611//Platelet activation;ko05205//Proteoglycans in cancer;ko05031//Amphetamine addiction;ko04261//Adrenergic signaling in cardiomyocytes;ko04062//Chemokine signaling pathway;ko04014//Ras signaling pathway;ko04726//Serotonergic synapse;ko04910//Insulin signaling pathway;ko04371//Apelin signaling pathway;ko05203//Viral carcinogenesis;ko04922//Glucagon signaling pathway;ko04270//Vascular smooth muscle contraction;ko04140//Autophagy - animal;ko04923//Regulation of lipolysis in adipocytes;ko04728//Dopaminergic synapse;ko04010//MAPK signaling pathway;ko04727//GABAergic synapse;ko05020//Prion diseases;ko04924//Renin secretion;ko05012//Parkinson disease;ko04540//Gap junction;ko04714//Thermogenesis;ko04020//Calcium signaling pathway;ko04915//Estrogen signaling pathway;ko04926//Relaxin signaling pathway;ko05166//Human T-cell leukemia virus 1 infection;ko04961//Endocrine and other factor-regulated calcium reabsorption;ko04720//Long-term potentiation;ko04921//Oxytocin signaling pathway;ko04919//Thyroid hormone signaling pathway;ko01522//Endocrine resistance;ko04911//Insulin secretion;ko04914//Progesterone-mediated oocyte maturation;ko05146//Amoebiasis;ko05165//Human papillomavirus infection;ko04925//Aldosterone synthesis and secretion;ko04530//Tight junction;ko04912//GnRH signaling pathway;ko04341//Hedgehog signaling pathway - fly;ko04724//Glutamatergic synapse;ko04211//Longevity regulating pathway;ko04962//Vasopressin-regulated water reabsorption;ko04970//Salivary secretion;ko04976//Bile secretion",Cellular community - eukaryotes;Excretory system;Cancers: Overview;Substance dependence;Environmental adaptation;Transport and catabolism;Cell growth and death;Signal transduction;Drug resistance: Antineoplastic;Endocrine system;Infectious diseases: Viral;Infectious diseases: Parasitic;Endocrine and metabolic diseases;Aging;Nervous system;Immune system;Cardiovascular diseases;Sensory system;Infectious diseases: Bacterial;Neurodegenerative diseases;Digestive system;Circulatory system,Cellular Processes;Environmental Information Processing;Organismal Systems;Human Diseases,PRKACB
563,ko04514//Cell adhesion molecules (CAMs);ko05203//Viral carcinogenesis;ko05169//Epstein-Barr virus infection;ko04145//Phagosome;ko05330//Allograft rejection;ko05320//Autoimmune thyroid disease;ko05163//Human cytomegalovirus infection;ko05332//Graft-versus-host disease;ko04144//Endocytosis;ko05170//Human immunodeficiency virus 1 infection;ko05165//Human papillomavirus infection;ko05167//Kaposi sarcoma-associated herpesvirus infection;ko04612//Antigen processing and presentation;ko05416//Viral myocarditis;ko04940//Type I diabetes mellitus;ko05166//Human T-cell leukemia virus 1 infection;ko04218//Cellular senescence;ko05168//Herpes simplex infection,Signaling molecules and interaction;Infectious diseases: Viral;Cardiovascular diseases;Transport and catabolism;Endocrine and metabolic diseases;Immune diseases;Immune system;Cancers: Overview;Cell growth and death,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,AZGP1
57180,ko04530//Tight junction,Cellular community - eukaryotes,Cellular Processes,ACTR3B
57669,ko04530//Tight junction,Cellular community - eukaryotes,Cellular Processes,EPB41L5
5792,ko04910//Insulin signaling pathway;ko04520//Adherens junction;ko04931//Insulin resistance;ko04514//Cell adhesion molecules (CAMs),Endocrine system;Cellular community - eukaryotes;Signaling molecules and interaction;Endocrine and metabolic diseases,Human Diseases;Cellular Processes;Organismal Systems;Environmental Information Processing,PTPRF
5834,ko04931//Insulin resistance;ko04217//Necroptosis;ko04910//Insulin signaling pathway;ko01100//Metabolic pathways;ko04922//Glucagon signaling pathway;ko00500//Starch and sucrose metabolism,Cell growth and death;Carbohydrate metabolism;Endocrine system;Endocrine and metabolic diseases;Global and overview maps,Metabolism;Human Diseases;Organismal Systems;Cellular Processes,PYGB
60509,ko04728//Dopaminergic synapse;ko04080//Neuroactive ligand-receptor interaction;ko04024//cAMP signaling pathway;ko04020//Calcium signaling pathway,Signaling molecules and interaction;Nervous system;Signal transduction,Organismal Systems;Environmental Information Processing,AGBL5
6382,ko05144//Malaria;ko04512//ECM-receptor interaction;ko05418//Fluid shear stress and atherosclerosis;ko05205//Proteoglycans in cancer;ko04514//Cell adhesion molecules (CAMs),Signaling molecules and interaction;Infectious diseases: Parasitic;Cardiovascular diseases;Cancers: Overview,Environmental Information Processing;Human Diseases,SDC1
6385,ko05418//Fluid shear stress and atherosclerosis;ko05205//Proteoglycans in cancer;ko04514//Cell adhesion molecules (CAMs);ko04512//ECM-receptor interaction,Cancers: Overview;Cardiovascular diseases;Signaling molecules and interaction,Human Diseases;Environmental Information Processing,SDC4
6517,ko04930//Type II diabetes mellitus;ko04068//FoxO signaling pathway;ko04152//AMPK signaling pathway;ko04910//Insulin signaling pathway;ko04920//Adipocytokine signaling pathway;ko04931//Insulin resistance,Endocrine and metabolic diseases;Endocrine system;Signal transduction,Organismal Systems;Environmental Information Processing;Human Diseases,SLC2A4
653857,ko04530//Tight junction,Cellular community - eukaryotes,Cellular Processes,ACTR3C
6653,ko04340//Hedgehog signaling pathway;ko05144//Malaria;ko05010//Alzheimer disease;ko04918//Thyroid hormone synthesis;ko04979//Cholesterol metabolism,Signal transduction;Endocrine system;Infectious diseases: Parasitic;Digestive system;Neurodegenerative diseases,Organismal Systems;Human Diseases;Environmental Information Processing,SORL1
6720,ko04152//AMPK signaling pathway;ko04910//Insulin signaling pathway;ko04932//Non-alcoholic fatty liver disease (NAFLD);ko04931//Insulin resistance,Signal transduction;Endocrine and metabolic diseases;Endocrine system,Human Diseases;Organismal Systems;Environmental Information Processing,SREBF1
729852,ko04934//Cushing syndrome;ko04919//Thyroid hormone signaling pathway;ko05202//Transcriptional misregulation in cancer;ko01522//Endocrine resistance;ko00310//Lysine degradation;ko04141//Protein processing in endoplasmic reticulum,"Folding, sorting and degradation;Amino acid metabolism;Drug resistance: Antineoplastic;Endocrine and metabolic diseases;Endocrine system;Cancers: Overview",Genetic Information Processing;Human Diseases;Metabolism;Organismal Systems,UMAD1
79144,ko05414//Dilated cardiomyopathy (DCM);ko04658//Th1 and Th2 cell differentiation;ko05020//Prion diseases;ko04919//Thyroid hormone signaling pathway;ko04330//Notch signaling pathway;ko05200//Pathways in cancer;ko05410//Hypertrophic cardiomyopathy (HCM);ko05165//Human papillomavirus infection;ko05224//Breast cancer;ko01522//Endocrine resistance;ko05206//MicroRNAs in cancer;ko04320//Dorso-ventral axis formation;ko04970//Salivary secretion,Infectious diseases: Viral;Endocrine system;Digestive system;Neurodegenerative diseases;Cancers: Specific types;Cardiovascular diseases;Cancers: Overview;Drug resistance: Antineoplastic;Development;Immune system;Signal transduction,Organismal Systems;Human Diseases;Environmental Information Processing,PPDPF
84152,ko04024//cAMP signaling pathway;ko05031//Amphetamine addiction;ko05034//Alcoholism;ko04728//Dopaminergic synapse;ko05030//Cocaine addiction,Signal transduction;Substance dependence;Nervous system,Human Diseases;Organismal Systems;Environmental Information Processing,PPP1R1B
84612,ko04360//Axon guidance;ko04144//Endocytosis;ko04390//Hippo signaling pathway;ko04391//Hippo signaling pathway - fly;ko05165//Human papillomavirus infection;ko04530//Tight junction;ko04015//Rap1 signaling pathway,Infectious diseases: Viral;Cellular community - eukaryotes;Transport and catabolism;Signal transduction;Development,Environmental Information Processing;Human Diseases;Organismal Systems;Cellular Processes,PARD6B
8495,ko04512//ECM-receptor interaction;ko03013//RNA transport;ko04530//Tight junction;ko03040//Spliceosome;ko03015//mRNA surveillance pathway,Transcription;Signaling molecules and interaction;Translation;Cellular community - eukaryotes,Cellular Processes;Genetic Information Processing;Environmental Information Processing,PPFIBP2
84952,ko04530//Tight junction,Cellular community - eukaryotes,Cellular Processes,CGNL1
861,ko04659//Th17 cell differentiation;ko05202//Transcriptional misregulation in cancer;ko05221//Acute myeloid leukemia;ko05200//Pathways in cancer;ko04530//Tight junction;ko05220//Chronic myeloid leukemia,Immune system;Cancers: Overview;Cellular community - eukaryotes;Cancers: Specific types,Cellular Processes;Human Diseases;Organismal Systems,RUNX1
