ï..Gene.ID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	Start	End	Chr	Strand....	Length	Max.Length.of.Transcript	FK2.FPKM	FK4.FPKM	FK5.FPKM	FK6.FPKM	FK7.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
100913187	11.506	1.54	-2.59995690430861	1.06290512909406e-84	2.1787924944882e-84	APOBEC3A_B	NM_001193289.1	Known_gene	1	73230	78546	chr22_GL383583v2_alt	+	5317	1103	2.91	50.81	3.26	0	0.55	0.11	5.74	1.85	0	0
10095	187.272	33.778	-2.60345044419858	0	0	ARPC1B	XM_006715825.1,BGI_novel_T032884,NM_005720.3,XM_006715826.1	Known_gene	4	99374675	99394801	chr7	+	20127	1649	96.34	44.63	322.65	286.72	186.02	30.03	56.6	24.9	26.03	31.33
1012	127.75	10.504	-3.58620839003012	0	0	CDH13	NM_001220491.1,XM_017022849.1,NM_001220490.1,NM_001220492.1,XM_011522804.2,NM_001257.4,NM_001220489.1,BGI_novel_T014399,XM_017022848.1,NM_001220488.1	Known_gene	10	82626794	83796610	chr16	+	1169817	4220	64.56	93.33	186.8	137.27	156.79	10.99	27.17	6.46	5.06	2.84
10156	7.288	1.73	-2.4044278673221	1.18903934771002e-302	1.08945328103943e-302	RASA4	BGI_novel_T033000,BGI_novel_T033001,NM_006989.5,XM_011515723.1,BGI_novel_T033002,XM_017011661.1,BGI_novel_T032988,NM_001079877.2,XM_017011662.1	Known_gene	9	102482862	102616758	chr7	-	133897	6177	1.1	0	32.29	0	3.05	0.91	0.22	1.79	5.73	0
10186	75.732	7.18	-3.40260492466397	0	0	LHFP	NM_005780.2,XM_011534861.1	Known_gene	2	39342892	39603219	chr13	-	260328	2158	133.97	18.37	87.5	24.86	113.96	4.16	5.36	7.8	13.21	5.37
10194	17.61	3.338	-2.43721296306492	0	0	TSHZ1	NM_001308210.1,XM_005266641.3,NM_005786.5	Known_gene	3	75210755	75289950	chr18	+	79196	5258	24.06	5.38	19.74	9.47	29.4	2.69	3.11	5	3.75	2.14
10252	50.466	11.196	-2.2086512935398	0	0	SPRY1	XM_017007635.1,NM_199327.2,NM_005841.2,XM_005262686.1,NM_001258039.1,NM_001258038.1	Known_gene	6	123396791	123403760	chr4	+	6970	3269	55.08	29.97	52.18	44.99	70.11	12.77	23.5	7.2	5.8	6.71
10266	146.256	28.48	-2.47435643445845	0	0	RAMP2	BGI_novel_T015653,NM_005854.2	Known_gene	2	42761194	42763041	chr17	+	1848	785	97.91	26.92	291.34	119.03	196.08	11.07	55.76	32.18	40.13	3.26
10267	51.668	5.126	-3.48847802989524	0	0	RAMP1	NM_005855.3,NM_001308353.1,XM_017003155.1,XM_017003153.1,XM_017003156.1,XM_017003154.1,BGI_novel_T022030,XM_017003152.1	Known_gene	8	237858714	237912117	chr2	+	53404	1140	37.84	11.3	108.3	57.71	43.19	5.8	14.12	2.15	3.56	0
102724229	21.39	1.764	-3.62300986077725	0	0	LOC102724229	XM_006716222.3	Known_gene	1	102573642	102581667	chr7	-	8026	2519	9.07	4.17	26.11	9.73	57.87	0.48	6.21	0	1.22	0.91
10351	23.142	1.276	-4.51988956592141	0	0	ABCA8	NM_007168.3,XM_011524192.2,NM_001288986.1,XM_005256940.4,BGI_novel_T016233,XM_005256938.2,XM_011524191.2,NM_001288985.1,BGI_novel_T016234,BGI_novel_T016235	Known_gene	10	68867285	68955426	chr17	-	88142	6004	47.34	13.87	17.56	8.51	28.43	0.59	4.94	0.01	0.84	0
1036	16.03	3.262	-2.34231140877843	1.75892287994987e-193	2.18330875557952e-193	CDO1	NM_001323567.1,NM_001801.2,NM_001323565.1,NM_001323566.1	Known_gene	4	115804733	115816708	chr5	-	11976	1671	25.96	13.12	15.46	6.68	18.93	0.67	13.79	1.02	0.83	0
10365	17.978	2.15	-3.14409055796629	0	0	KLF2	NM_016270.3	Known_gene	1	16324826	16328662	chr19	+	3837	2797	13.07	5.05	32.27	17.53	21.97	1.83	3.96	1.36	3.45	0.15
10379	74.44	19.098	-2.07330411039092	0	0	IRF9	BGI_novel_T010805,NM_006084.4,BGI_novel_T010804	Known_gene	3	24161213	24166565	chr14	+	5353	2483	86.49	10.72	109.87	94.68	70.44	20.63	21.3	18.8	25.74	9.02
10395	48.486	9.388	-2.66955481815254	0	0	DLC1	NM_001348081.1,BGI_novel_T000346,NM_182643.2,XM_017012952.1,NM_001348084.1,NM_006094.4,BGI_novel_T033670,NM_024767.3,BGI_novel_T033671,XM_017012951.1,NM_001348082.1,NM_001164271.1,BGI_novel_T033673,NM_001348083.1,BGI_novel_T000348,BGI_novel_T033672,NM_001316668.1,BGI_novel_T000345,BGI_novel_T000349,XM_005273374.1,BGI_novel_T033674,BGI_novel_T000347	Known_gene	22	6278954	13604606	chr8	-	7325653	7479	63.59	22.73	69.15	27.51	59.45	6.45	21.8	4.77	4.28	9.64
10398	129.82	15.37	-3.18833479604238	0	0	MYL9	NM_181526.2,NM_006097.4	Known_gene	2	36541484	36549823	chr20	+	8340	1197	84.16	63.84	308.71	105.01	87.38	16.58	16.71	14.83	15.41	13.32
10410	2180.812	256.916	-3.27089083679911	0	0	IFITM3	NM_021034.2	Known_gene	1	319673	320914	chr11	-	1242	668	1589.24	679.61	3365.56	3267.61	2002.04	215.4	409.13	158.81	266.45	234.79
10417	24.168	6.016	-2.06632281262265	0	0	SPON2	NM_012445.3,NM_001199021.1,NM_001128325.2,BGI_novel_T026598	Known_gene	4	1166932	1208962	chr4	-	42031	3007	15.67	7.72	58.67	18.19	20.59	6.8	3.24	4.06	5.4	10.58
10418	16.624	4.124	-2.0600602916674	0	0	SPON1	NM_006108.3,BGI_novel_T006217,BGI_novel_T006216,BGI_novel_T006218	Known_gene	4	13962637	14268133	chr11	+	305497	5797	28.85	4.23	21.14	9.14	19.76	1.31	7.85	0.31	1.47	9.68
1043	82.24	9.208	-3.38063007783992	0	0	CD52	NM_001803.2	Known_gene	1	26317920	26320523	chr1	+	2604	505	27.81	80.17	137.94	123	42.28	16.01	11.55	8.49	7.33	2.66
10435	10.964	2.214	-2.39876554496823	3.49034161616777e-188	4.39115642814955e-188	CDC42EP2	NM_006779.3,XM_017017094.1	Known_gene	2	65314729	65322429	chr11	+	7701	2123	11.03	1.53	23.48	4.17	14.61	3.59	0	1.96	5.52	0
10516	123.182	19.374	-2.68499555275045	0	0	FBLN5	XM_005267267.3,XM_011536358.1,XM_011536356.1,BGI_novel_T011483,NM_006329.3,XM_011536357.1,XM_017020929.1	Known_gene	7	91869411	91947702	chr14	-	78292	2902	160.49	21.19	153.22	79.79	201.22	11.78	14.59	21.83	15.89	32.78
10538	16.934	3.886	-2.60747252016235	2.69971248455646e-204	3.22897512959841e-204	BATF	BGI_novel_T011349,NM_006399.3,BGI_novel_T011348	Known_gene	3	75522441	75546992	chr14	+	24552	3183	9.88	7.39	30.83	27.1	9.47	6.08	8.01	1.13	1.1	3.11
10544	31.634	4.756	-2.62616554303932	0	0	PROCR	NM_006404.4,BGI_novel_T022587,XM_011528496.1	Known_gene	3	35171937	35216238	chr20	+	44302	1683	33.11	0.56	58.46	28.35	37.69	3.35	9.88	3.73	4.02	2.8
10581	972.588	100.742	-3.42157326395792	0	0	IFITM2	NM_006435.2	Known_gene	1	308107	309410	chr11	+	1304	730	786.91	285.59	1629.68	1152.03	1008.73	48.09	179.33	63.41	109.37	103.51
10630	15.794	1.556	-3.44299495395223	0	0	PDPN	NM_001006624.1,NM_001006625.1,NM_198389.2,XM_006710295.1,NM_006474.4	Known_gene	5	13583757	13617957	chr1	+	34201	2812	11.71	6.26	15.5	24.22	21.28	0.26	3.27	1	1.11	2.14
10791	285.85	13.82	-4.55149097194138	0	0	VAMP5	NM_006634.2	Known_gene	1	85584408	85593388	chr2	+	8981	665	220.94	71.9	496.22	392.95	247.24	16.29	21.55	9.65	13.3	8.31
107987363	20.5	2.132	-2.87442736708551	2.59392955398286e-133	4.03485159383118e-133	LOC107987363	BGI_novel_T019338,BGI_novel_T019336,XM_017030106.1,BGI_novel_T019337	Known_gene	4	95366	154967	chr1_KI270706v1_random	-	59602	1850	27.61	1.29	13.75	8.6	51.25	0.74	2.17	4.87	1.68	1.2
10870	27.958	5.662	-2.55858064876166	1.21775874903944e-111	2.12478366750465e-111	HCST	XM_017026193.1,BGI_novel_T018308,NM_014266.3,NM_001007469.1	Known_gene	4	35900856	35904271	chr19	+	3416	744	11.76	38.57	26.24	53.94	9.28	4.44	8.27	5.67	4.09	5.84
10871	3.874	1.208	-2.30823468467852	1.36501395196388e-50	3.66355287955014e-50	CD300C	XM_017024034.1,NM_006678.4,XM_017024033.1	Known_gene	3	74534359	74546171	chr17	-	11813	1588	3.35	0	7.96	6.31	1.75	0	0	0.21	0.8	5.03
10874	32.864	5.314	-2.40027630528898	3.39546056828525e-158	4.79505794561386e-158	NMU	NM_001292045.1,XM_011534367.2,NM_001292046.1,XM_011534368.2,NM_006681.3	Known_gene	5	55595229	55636298	chr4	-	41070	906	2.58	153.25	0.63	7.28	0.58	5.65	0	9.79	10.66	0.47
10875	57.576	12.562	-2.21928143874921	0	0	FGL2	NM_006682.2	Known_gene	1	77193371	77199833	chr7	-	6463	4268	131.78	21.9	39.26	39.44	55.5	2.26	34.44	6.62	10.4	9.09
10894	86.78	9.662	-3.23914576289519	0	0	LYVE1	BGI_novel_T006182,NM_006691.3	Known_gene	2	10557866	10568818	chr11	-	10953	2500	73.39	12.2	77.08	113.25	157.98	1.92	33.1	0.34	2.14	10.81
109	11.06	1.076	-3.2263270558544	0	0	ADCY3	BGI_novel_T019600,XM_011532493.1,XM_006711925.1,XM_017003187.1,XM_017003193.1,XM_011532496.1,XM_017003189.1,XM_011532494.1,XM_011532490.1,XM_017003190.1,BGI_novel_T019601,XM_011532489.1,XM_011532492.2,XM_011532491.1,NM_001320613.1,XM_017003186.1,XM_017003192.1,NM_004036.4,BGI_novel_T019598,XM_017003191.1,XM_017003188.1,BGI_novel_T019599	Known_gene	22	24819169	24920017	chr2	-	100849	5634	17.74	0.08	15.04	4.71	17.73	1.61	1.18	0.66	0.34	1.59
10964	29.418	7.966	-2.29159326826898	0	0	IFI44L	XM_011540539.2,XM_006710304.3,XM_005270391.3,XM_005270393.4,BGI_novel_T001999,NM_006820.3,XM_017000120.1,XM_005270392.4	Known_gene	8	78620382	78646145	chr1	+	25764	5923	58.23	18.32	26.84	24.21	19.49	2.51	13.87	7.29	7.42	8.74
10974	3893.936	542.704	-3.09408603581495	0	0	ADIRF	NM_006829.2	Known_gene	1	86968431	86970909	chr10	+	2479	672	1560.05	2284.81	3312.26	9793.48	2519.08	713.15	603.44	487.77	460.62	448.54
11005	100.238	17.07	-2.3020191076412	0	0	SPINK5	NM_001127699.1,BGI_novel_T029409,BGI_novel_T029407,NM_006846.3,XM_011537551.2,NM_001127698.1,BGI_novel_T029408	Known_gene	7	148063972	148137362	chr5	+	73391	3815	6.59	459.39	7.17	26.5	1.54	19.54	3.41	40.18	11.55	10.67
11007	8.978	2.362	-2.00705485525132	1.65462168327827e-73	3.67519196257783e-73	CCDC85B	NM_006848.2	Known_gene	1	65890404	65891635	chr11	+	1232	1232	3.08	13.92	10.18	16.73	0.98	0.99	2.24	1.38	1.58	5.62
11030	53.494	9.834	-2.03509625486917	0	0	RBPMS	BGI_novel_T033913,XM_017012991.1,NM_001008712.2,XM_017012986.1,XM_017012988.1,XM_017012984.1,XM_017012990.1,XM_017012992.1,XM_017012983.1,BGI_novel_T033914,BGI_novel_T033918,BGI_novel_T033917,NM_001008710.2,XM_017012989.1,XM_017012981.1,XM_017012987.1,BGI_novel_T033915,XM_017012980.1,XM_017012985.1,NM_006867.3,BGI_novel_T033916,XM_017012982.1,NM_001008711.2	Known_gene	23	30384501	30572261	chr8	+	187761	3900	87.61	19.43	27.79	20.22	112.42	6.17	11.34	7.18	7.47	17.01
11031	40.026	9.132	-2.20458605631616	0	0	RAB31	XM_017025528.1,XM_017025529.1,NM_006868.3	Known_gene	3	9707971	9862556	chr18	+	154586	4371	54.72	7.72	32.64	49.31	55.74	3.15	22.1	3.43	3.29	13.69
11035	10.364	2.36	-2.29110033789667	2.36806212904244e-175	3.11667482705663e-175	RIPK3	BGI_novel_T010816,NM_006871.3	Known_gene	2	24336021	24340036	chr14	-	4016	2895	8.35	1.27	23.31	7.56	11.33	5.67	0.44	3.72	1.97	0
11046	5.472	1.138	-2.39220410083997	2.02899735483728e-58	5.06714180672938e-58	SLC35D2	XM_006716939.2,XM_005251676.1,NM_001286990.1,BGI_novel_T035755,NM_007001.2,XM_005251678.4,BGI_novel_T035756,XM_005251675.2,XM_005251674.1,XM_005251673.1,BGI_novel_T035757,XM_011518164.1	Known_gene	12	96320706	96383710	chr9	-	63005	1626	6.48	7.37	3.48	2.06	7.97	2.23	0.14	0	1.04	2.28
11069	8.91	1.406	-2.63559069481464	0	0	RAPGEF4	XM_005246246.2,XM_006712205.3,NM_001100397.1,XM_017003196.1,NM_001282901.1,NM_007023.3,NM_001282900.1,NM_001282899.1,XM_011510505.2,BGI_novel_T021259,XM_017003197.1	Known_gene	11	172735282	173052893	chr2	+	317612	5974	11.83	0.54	10.99	4.86	16.33	1.19	2.72	0.91	1.89	0.32
11118	26.254	7.416	-2.013353563053	0	0	BTN3A2	XM_006714979.3,XM_011514269.2,XM_017010211.1,XM_017010214.1,XM_017010213.1,NM_001197246.2,XM_005248832.3,NM_001197247.2,XM_005248827.3,NM_001197249.2,XM_017010217.1,XM_005248831.3,NM_001197248.2,XM_006714980.3,BGI_novel_T030097,XM_017010216.1,XM_006714981.3,XM_011514270.2,XM_011514271.2,XM_017010215.1,XM_011514267.2,XM_017010212.1,XM_011514268.2,XM_006714982.3,NM_007047.4	Known_gene	25	26365159	26451697	chr6	+	86539	4115	31.21	10.31	31.83	24.87	33.05	5.1	5.78	9.87	9.26	7.07
11151	19.528	1.978	-3.43983522332037	0	0	CORO1A	XM_017022886.1,BGI_novel_T013791,NM_007074.3,XM_011545714.2,XM_017022885.1,NM_001193333.2	Known_gene	6	30183410	30189254	chr16	+	5845	2394	8.24	1.48	67.06	12.19	8.67	0.21	0.05	3.15	3.13	3.35
11167	218.174	36.002	-2.6424293461347	0	0	FSTL1	NM_007085.4	Known_gene	1	120394214	120451071	chr3	-	56858	3840	446.77	44.97	191.74	136.13	271.26	18.21	93.06	14.42	20.14	34.18
11170	27.886	3.296	-3.04743481542862	0	0	FAM107A	BGI_novel_T025258,NM_001282713.1,NM_001282714.1,NM_007177.3,NM_001076778.2	Known_gene	5	58564112	58627610	chr3	-	63499	4377	15.57	3.1	52.49	26.08	42.19	1.43	3.7	2.85	3.81	4.69
11185	116.968	5.616	-4.41925960725977	0	0	INMT	NM_006774.4,NM_001199219.1	Known_gene	2	30752135	30757602	chr7	+	5468	2559	54.9	101.84	89.91	194.29	143.9	5.64	7.5	5.82	6	3.12
11200	9.954	1.526	-2.40116006010861	4.94334391605635e-99	9.28421996659205e-99	CHEK2	XM_011529841.1,XM_017028560.1,XM_011529839.2,XM_011529843.1,XM_017028561.1,NM_001005735.1,BGI_novel_T023770,XM_011529840.2,XM_011529845.2,NM_007194.3,XM_011529842.2,XM_006724114.3,NM_145862.2,XM_011529844.2,XM_006724116.2,BGI_novel_T023771,NM_001257387.1,BGI_novel_T023769	Known_gene	18	28687743	28741866	chr22	*	54124	2009	8.91	21.44	6.19	5.41	7.82	1.35	0.76	3.26	2.26	0
11202	234.338	38.942	-2.32741408075512	0	0	KLK8	NM_144505.2,NM_144507.2,NM_144506.2,NM_001281431.1,NM_007196.3	Known_gene	5	50996008	51001702	chr19	-	5695	1148	18.52	868.17	42.19	238.88	3.93	77.27	39.32	47.48	28.78	1.86
11211	14.684	1.666	-3.15012018349844	0	0	FZD10	NM_007197.3	Known_gene	1	130162459	130165740	chr12	+	3282	3282	16.82	3.14	7.82	5.89	39.75	3.33	3.5	0.98	0.49	0.03
1123	20.162	2.752	-2.87481265084821	0	0	CHN1	NM_001206602.1,BGI_novel_T021275,BGI_novel_T021276,BGI_novel_T021277,NM_001025201.3,NM_001822.5,BGI_novel_T021274	Known_gene	7	174799314	175005379	chr2	-	206066	2704	41.94	3.29	18.57	24.79	12.22	5.85	5.16	1.34	1.31	0.1
11230	43.134	11.208	-2.07588878931265	0	0	PRAF2	NM_007213.2	Known_gene	1	49071156	49074045	chrX	-	2890	1308	21.07	17.2	94.14	49.91	33.35	13.51	13.59	6.41	9.95	12.58
11245	7.538	1.178	-2.58251278002331	2.5564874408555e-280	2.45186790747843e-280	GPR176	XM_011521168.2,NM_007223.2,NM_001271855.1,XM_017021875.1,XM_017021874.1,XM_011521167.2,XM_017021878.1,XM_017021876.1,XM_017021877.1,NM_001271854.1,XM_017021873.1	Known_gene	11	39795049	39920933	chr15	-	125885	8820	9.62	1.33	13.62	4.2	8.92	0.64	2.52	0.06	0.68	1.99
112464	392.42	31.236	-3.82601392050727	0	0	PRKCDBP	NM_145040.2	Known_gene	1	6318946	6320510	chr11	-	1565	1037	243.79	146.43	747.35	699.35	125.18	15.98	52.9	24.51	14.44	48.35
11259	62.694	11.372	-2.54080037287634	0	0	FILIP1L	XM_011512371.2,NM_001282794.1,NM_001042459.2,NM_014890.3,NM_001282793.1,XM_006713486.2,NM_182909.3	Known_gene	7	99833144	100114513	chr3	-	281370	4224	146.08	15.78	36.36	54.49	60.76	7.89	29.94	12.64	3.77	2.62
112609	28.604	6.618	-2.16905911703941	9.20711749800237e-118	1.55083648113922e-117	MRAP2	NM_138409.2,XM_017010219.1,XM_017010220.1,XM_017010221.1,BGI_novel_T030796,XM_011535400.2,BGI_novel_T030792	Known_gene	7	84032621	84146282	chr6	+	113662	2781	44.45	5.5	27.41	21.1	44.56	5.18	22.45	0.96	4.5	0
11270	11.336	2.574	-2.16108099089487	9.08493518428102e-123	1.48698139849651e-122	NRM	NM_001270709.1,NM_001270708.1,NM_001270707.1,NM_001270710.1,XM_017010225.1,NM_007243.2,XM_017010224.1	Known_gene	7	30688047	30691420	chr6	-	3374	1757	10.15	5.45	19.18	13.39	8.51	0.55	7.62	0.07	4.63	0
11309	8.82	2.02	-2.29025429122211	0	0	SLCO2B1	NM_001145211.2,XM_017017157.1,NM_007256.4,NM_001145212.2	Known_gene	4	75150987	75206400	chr11	+	55414	4345	5.91	0	25.57	4.44	8.18	1.83	3.72	0.41	3.97	0.17
113189	3.76	1.008	-2.01029544005736	4.94719444060948e-59	1.22757266205199e-58	CHST14	NM_130468.3	Known_gene	1	40470961	40473158	chr15	+	2198	2198	6.53	0.05	5.78	3.3	3.14	1.34	0.59	1.76	1.08	0.27
11326	41.178	6.788	-2.78777029931794	0	0	VSIG4	NM_001100431.1,NM_001257403.1,NM_007268.2,NM_001184830.1,XM_017029251.1,NM_001184831.1	Known_gene	6	66021738	66040125	chrX	-	18388	2192	20.42	0.12	67.72	75.6	42.03	2.41	15.47	3.96	3.62	8.48
11328	293.906	63.238	-2.0355140565883	0	0	FKBP9	NM_001284343.1,XM_011515115.2,BGI_novel_T032162,NM_007270.4,NM_001284341.1	Known_gene	5	32957404	33006931	chr7	+	49528	3622	334.54	461.14	137.43	216.81	319.61	78.07	64.43	42	34.06	97.63
11332	31.838	6.258	-2.41269432039439	0	0	ACOT7	NM_181866.2,NM_181865.2,NM_007274.3,NM_181864.2	Known_gene	4	6264272	6393766	chr1	-	129495	1805	37.57	21.33	43.96	39.57	16.76	10.97	4.02	3.73	8.8	3.77
11343	159.348	28.11	-2.45096326660183	0	0	MGLL	XM_017005665.1,XM_011512378.1,XM_011512383.2,XM_011512377.1,XM_017005663.1,BGI_novel_T025778,XM_017005666.1,XM_011512382.1,XM_017005664.1,XM_011512379.2,NM_001003794.2,NM_001256585.1,NM_007283.6,XM_017005662.1	Known_gene	14	127689062	127823250	chr3	-	134189	4799	94.25	122.67	224.42	227.66	127.74	18.31	49.52	27.95	26.84	17.93
11346	5.848	1.03	-2.53904458766092	1.53652074467792e-294	1.43058850273477e-294	SYNPO	XM_017009007.1,NM_001166208.1,BGI_novel_T029461,XM_011537552.2,XM_017009008.1,NM_001166209.1,XM_005268370.1,NM_007286.5,NM_001109974.2,XM_006714755.3,XM_005268371.1	Known_gene	11	150586026	150659230	chr5	+	73205	6943	6	1.31	11.57	3.52	6.84	1.24	0.24	0.57	1.39	1.71
1149	14.912	2.408	-2.2836896000569	2.78343717652339e-116	4.73184245438326e-116	CIDEA	NM_001279.3,NM_001318383.1,BGI_novel_T016857	Known_gene	3	12254319	12277595	chr18	+	23277	1543	0.16	70.48	1.87	1.45	0.6	1.54	0.57	2.57	7.36	0
115207	24.172	4.468	-2.42641840159832	0	0	KCTD12	NM_138444.3	Known_gene	1	76880169	76886405	chr13	-	6237	6237	32.6	18.06	20.12	13.6	36.48	2.35	9.09	3.59	2.63	4.68
115361	11.336	1.104	-3.44125474068828	0	0	GBP4	NM_052941.4	Known_gene	1	89181148	89198950	chr1	-	17803	6145	10.05	1.69	10.1	16.18	18.66	2.15	0.93	1.53	0.91	0
115908	61.62	9.214	-2.81039949555467	0	0	CTHRC1	NM_138455.3,BGI_novel_T034503,BGI_novel_T034502,NM_001256099.1,XM_011516824.2	Known_gene	5	103371515	103383005	chr8	+	11491	1279	58.63	29.13	91.53	53.15	75.66	3.12	28.39	3.59	8.1	2.87
116039	178.08	4.09	-5.42450484066162	0	0	OSR2	XM_011516825.2,XM_011516827.2,NM_001142462.2,BGI_novel_T034425,XM_017013018.1,XM_011516826.2,BGI_novel_T034427,NM_001286841.1,BGI_novel_T034424,NM_053001.3,XM_005250778.4,BGI_novel_T034426,BGI_novel_T034423	Known_gene	13	98944403	98952104	chr8	+	7702	2640	302.62	2.19	202.72	121.95	260.92	1.93	12.78	0.14	1.72	3.88
116835	6.794	1.102	-2.69309727133993	3.94747094640219e-203	4.73715028369798e-203	HSPA12B	XM_017027634.1,XM_011529151.2,XM_017027635.1,NM_001197327.1,NM_001318322.1,BGI_novel_T022251,XM_017027632.1,XM_017027633.1,NM_052970.4	Known_gene	9	3732670	3753313	chr20	+	20644	3287	5.93	3.93	11.98	5.42	6.71	1.43	0.75	1.14	2.19	0
117248	10.09	1.918	-2.64790442461353	0	0	GALNT15	NM_001319051.1,XM_017005683.1,XM_005264852.4,BGI_novel_T024584,NM_001319052.1,XM_017005682.1,BGI_novel_T024583,XM_017005684.1,NM_054110.4	Known_gene	9	16174322	16245190	chr3	+	70869	12054	2.14	0.96	15.93	8.65	22.77	0.15	2.99	1.52	1.05	3.88
117289	10.104	1.884	-2.65428143341062	2.07570398942045e-291	1.94755449812741e-291	TAGAP	NM_054114.4,NM_152133.2,NM_001278733.1,NM_138810.3,BGI_novel_T031501	Known_gene	5	159034468	159045152	chr6	-	10685	3887	8.94	1.04	15.76	12.17	12.61	0.05	0.13	4.74	2.71	1.79
118460	38.032	6.302	-2.51465041254893	0	0	EXOSC6	NM_058219.2	Known_gene	1	70250231	70251930	chr16	-	1700	1700	12.47	97.49	8.24	50.93	21.03	7.22	6.54	3.18	4.31	10.26
121214	12.992	1.852	-2.74751241131859	5.51015778394848e-198	6.72714000642982e-198	SDR9C7	NM_148897.2	Known_gene	1	56923154	56934405	chr12	-	11252	1765	0.95	35.87	3.47	24.62	0.05	1.82	0	7.39	0.05	0
1215	75.708	2.654	-4.90492647798179	0	0	CMA1	NM_001836.4,NM_001308083.1	Known_gene	2	24505355	24508265	chr14	-	2911	935	123.31	32.43	66.59	74.25	81.96	0.52	6.52	5.01	1.09	0.13
125	71.252	8.268	-3.133150102745	0	0	ADH1B	NM_001286650.1,NM_000668.5	Known_gene	2	99306387	99321442	chr4	-	15056	2814	92.03	25.05	32.1	59.1	147.98	3.76	20.15	1.84	4.31	11.28
125981	19.462	2.232	-2.45415306331809	6.875663640127e-170	9.25842689628117e-170	ACER1	XM_011527673.2,BGI_novel_T017577,NM_133492.2	Known_gene	3	6306142	6362681	chr19	-	56540	3264	1.89	77.18	3.28	13.94	1.02	1.45	0.08	7.28	0.16	2.19
