ï..Gene.ID	FK.FPKM	HN.FPKM	log2.HN.FK.	Qvalue.FK.vs.HN.	Pvalue.FK.vs.HN.	Other.Gene.ID	Transcripts	Gene.Type	Transcripts.Number	Start	End	Chr	Strand....	Length	Max.Length.of.Transcript	FK2.FPKM	FK4.FPKM	FK5.FPKM	FK6.FPKM	FK7.FPKM	HN1.FPKM	HN2.FPKM	HN3.FPKM	HN4.FPKM	HN5.FPKM
1003	31.736	7.688	-2.12642187601987	0	0	CDH5	BGI_novel_T014091,XM_011522801.1,NM_001795.4,BGI_novel_T014090	Known_gene	4	66366607	66404786	chr16	+	38180	4519	25.85	3.74	72.71	10.7	45.68	8.33	6.41	8.64	13.43	1.63
10040	3.556	49.078	3.90048010545866	0	0	TOM1L1	NM_001321174.1,NM_001321176.1,NM_001321173.1,NM_005486.2,NM_001321175.1,XM_017024002.1	Known_gene	6	54900691	54961967	chr17	+	61277	2348	3.36	7.35	2.79	1.29	2.99	68.83	26.68	57.99	39.56	52.33
100506144	158.07	33.008	-2.35166391134589	0	0	TMEM35B	NM_001195156.1	Known_gene	1	34981526	34985347	chr1	-	3822	925	210.1	46.56	148.68	126.12	258.89	27.35	41.67	19.59	31.33	45.1
100506658	1.958	16.662	3.16214806330745	0	0	OCLN	NM_001205254.1,BGI_novel_T028662,NM_002538.3,XM_017008913.1,NM_001205255.1,XM_017008914.1	Known_gene	6	69492292	69558104	chr5	+	65813	6438	2.72	1.55	0.58	1.44	3.5	24.56	7.66	11.17	12.59	27.33
100526693	261.29	19.566	-3.69472883856045	0	0	ARPC4-TTLL3	BGI_novel_T024445,NM_001198793.1,BGI_novel_T024444,BGI_novel_T024446	Known_gene	4	9792495	9836356	chr3	+	43862	3987	93.81	538.15	106.28	441.99	126.22	9.32	25.07	20.37	7.93	35.14
10053	4.272	50.908	3.76629206183669	0	0	AP1M2	NM_005498.4,NM_001300887.1	Known_gene	2	10572671	10587315	chr19	-	14645	1757	0.9	15.25	2.46	2.75	0	48.52	39.16	35.84	59.72	71.3
100532726	4.984	32.364	2.56206508391767	0	0	NDUFC2-KCTD14	NM_001203261.1,NM_001203262.1,NM_001203260.1	Known_gene	3	78015715	78080219	chr11	-	64505	2436	2.16	0.18	7.16	8.29	7.13	27.27	25.28	30.47	41.16	37.64
100913187	11.506	1.54	-2.59995690430861	1.06290512909406e-84	2.1787924944882e-84	APOBEC3A_B	NM_001193289.1	Known_gene	1	73230	78546	chr22_GL383583v2_alt	+	5317	1103	2.91	50.81	3.26	0	0.55	0.11	5.74	1.85	0	0
10095	187.272	33.778	-2.60345044419858	0	0	ARPC1B	XM_006715825.1,BGI_novel_T032884,NM_005720.3,XM_006715826.1	Known_gene	4	99374675	99394801	chr7	+	20127	1649	96.34	44.63	322.65	286.72	186.02	30.03	56.6	24.9	26.03	31.33
1012	127.75	10.504	-3.58620839003012	0	0	CDH13	NM_001220491.1,XM_017022849.1,NM_001220490.1,NM_001220492.1,XM_011522804.2,NM_001257.4,NM_001220489.1,BGI_novel_T014399,XM_017022848.1,NM_001220488.1	Known_gene	10	82626794	83796610	chr16	+	1169817	4220	64.56	93.33	186.8	137.27	156.79	10.99	27.17	6.46	5.06	2.84
10156	7.288	1.73	-2.4044278673221	1.18903934771002e-302	1.08945328103943e-302	RASA4	BGI_novel_T033000,BGI_novel_T033001,NM_006989.5,XM_011515723.1,BGI_novel_T033002,XM_017011661.1,BGI_novel_T032988,NM_001079877.2,XM_017011662.1	Known_gene	9	102482862	102616758	chr7	-	133897	6177	1.1	0	32.29	0	3.05	0.91	0.22	1.79	5.73	0
10186	75.732	7.18	-3.40260492466397	0	0	LHFP	NM_005780.2,XM_011534861.1	Known_gene	2	39342892	39603219	chr13	-	260328	2158	133.97	18.37	87.5	24.86	113.96	4.16	5.36	7.8	13.21	5.37
10194	17.61	3.338	-2.43721296306492	0	0	TSHZ1	NM_001308210.1,XM_005266641.3,NM_005786.5	Known_gene	3	75210755	75289950	chr18	+	79196	5258	24.06	5.38	19.74	9.47	29.4	2.69	3.11	5	3.75	2.14
10207	3.9	19.608	2.24480023906926	0	0	PATJ	XM_016999999.1,XM_011540466.2,XM_016999998.1,BGI_novel_T001832,BGI_novel_T001839,XM_011540469.2,NM_176877.2,XM_005270341.3,BGI_novel_T001844,BGI_novel_T001842,XM_011540465.2,BGI_novel_T001834,XM_011540464.2,BGI_novel_T001831,XM_005270347.1,BGI_novel_T001837,XM_011540462.2,BGI_novel_T001833,XM_017000001.1,BGI_novel_T001841,XM_011540467.2,BGI_novel_T001840,BGI_novel_T001835,XM_006710278.3,XM_011540468.2,XM_011540463.2,BGI_novel_T001836,BGI_novel_T001843,XM_017000000.1,XM_011540470.1,BGI_novel_T001838	Known_gene	31	61742477	62163920	chr1	+	421444	9087	2.27	8.5	1.63	2.21	4.89	24.56	22.43	31.86	9.9	9.29
10252	50.466	11.196	-2.2086512935398	0	0	SPRY1	XM_017007635.1,NM_199327.2,NM_005841.2,XM_005262686.1,NM_001258039.1,NM_001258038.1	Known_gene	6	123396791	123403760	chr4	+	6970	3269	55.08	29.97	52.18	44.99	70.11	12.77	23.5	7.2	5.8	6.71
10256	1.65	9.168	3.4280371393176	6.51991062586736e-214	7.55016891823894e-214	CNKSR1	XM_011540484.2,NM_001297648.1,BGI_novel_T001082,BGI_novel_T001081,NM_001297647.1,XM_011540485.2,NM_006314.2	Known_gene	7	26177490	26189884	chr1	+	12395	2557	0.81	6.28	0.5	0	0.66	17.63	5.16	10.34	10.55	2.16
10266	146.256	28.48	-2.47435643445845	0	0	RAMP2	BGI_novel_T015653,NM_005854.2	Known_gene	2	42761194	42763041	chr17	+	1848	785	97.91	26.92	291.34	119.03	196.08	11.07	55.76	32.18	40.13	3.26
10267	51.668	5.126	-3.48847802989524	0	0	RAMP1	NM_005855.3,NM_001308353.1,XM_017003155.1,XM_017003153.1,XM_017003156.1,XM_017003154.1,BGI_novel_T022030,XM_017003152.1	Known_gene	8	237858714	237912117	chr2	+	53404	1140	37.84	11.3	108.3	57.71	43.19	5.8	14.12	2.15	3.56	0
102724229	21.39	1.764	-3.62300986077725	0	0	LOC102724229	XM_006716222.3	Known_gene	1	102573642	102581667	chr7	-	8026	2519	9.07	4.17	26.11	9.73	57.87	0.48	6.21	0	1.22	0.91
102724720	1.478	4.658	2.02154994340268	6.73180362964041e-49	1.83422995397599e-48	LOC102724720	BGI_novel_T028868,XM_017010129.1,XM_017010128.1	Known_gene	3	95834827	95850058	chr5	+	15232	2226	0.33	6.77	0.05	0.13	0.11	5.12	1.97	3.8	3.54	8.86
102724788	1.58	22.52	4.09023723224792	0	0	LOC102724788	BGI_novel_T024324,XM_006724935.3,XM_017030170.1,XM_017030167.1,XM_017030169.1,XM_006724936.3,XM_017030166.1,XM_017030168.1	Known_gene	8	138086	161619	chr22_KI270734v1_random	-	23534	2936	0.17	4.86	2.71	0	0.16	46.29	10.48	27.91	24.12	3.8
10298	2.39	9.5	2.16782877756257	2.2194639449066e-179	2.87667984595598e-179	PAK4	XM_011526317.2,XM_011526316.1,NM_001014832.1,XM_011526320.1,NM_001014835.1,XM_011526318.2,NM_005884.3,NM_001014831.2,XM_011526319.2,NM_001014834.2	Known_gene	10	39125780	39179406	chr19	+	53627	3064	1.94	3.08	3.35	2.11	1.47	20.3	2.19	6.91	15.59	2.51
10351	23.142	1.276	-4.51988956592141	0	0	ABCA8	NM_007168.3,XM_011524192.2,NM_001288986.1,XM_005256940.4,BGI_novel_T016233,XM_005256938.2,XM_011524191.2,NM_001288985.1,BGI_novel_T016234,BGI_novel_T016235	Known_gene	10	68867285	68955426	chr17	-	88142	6004	47.34	13.87	17.56	8.51	28.43	0.59	4.94	0.01	0.84	0
1036	16.03	3.262	-2.34231140877843	1.75892287994987e-193	2.18330875557952e-193	CDO1	NM_001323567.1,NM_001801.2,NM_001323565.1,NM_001323566.1	Known_gene	4	115804733	115816708	chr5	-	11976	1671	25.96	13.12	15.46	6.68	18.93	0.67	13.79	1.02	0.83	0
10365	17.978	2.15	-3.14409055796629	0	0	KLF2	NM_016270.3	Known_gene	1	16324826	16328662	chr19	+	3837	2797	13.07	5.05	32.27	17.53	21.97	1.83	3.96	1.36	3.45	0.15
10379	74.44	19.098	-2.07330411039092	0	0	IRF9	BGI_novel_T010805,NM_006084.4,BGI_novel_T010804	Known_gene	3	24161213	24166565	chr14	+	5353	2483	86.49	10.72	109.87	94.68	70.44	20.63	21.3	18.8	25.74	9.02
10395	48.486	9.388	-2.66955481815254	0	0	DLC1	NM_001348081.1,BGI_novel_T000346,NM_182643.2,XM_017012952.1,NM_001348084.1,NM_006094.4,BGI_novel_T033670,NM_024767.3,BGI_novel_T033671,XM_017012951.1,NM_001348082.1,NM_001164271.1,BGI_novel_T033673,NM_001348083.1,BGI_novel_T000348,BGI_novel_T033672,NM_001316668.1,BGI_novel_T000345,BGI_novel_T000349,XM_005273374.1,BGI_novel_T033674,BGI_novel_T000347	Known_gene	22	6278954	13604606	chr8	-	7325653	7479	63.59	22.73	69.15	27.51	59.45	6.45	21.8	4.77	4.28	9.64
10398	129.82	15.37	-3.18833479604238	0	0	MYL9	NM_181526.2,NM_006097.4	Known_gene	2	36541484	36549823	chr20	+	8340	1197	84.16	63.84	308.71	105.01	87.38	16.58	16.71	14.83	15.41	13.32
10406	3.404	22.658	2.50087001932904	1.63357571763522e-82	3.39958323283237e-82	WFDC2	NM_006103.3	Known_gene	1	45469754	45481532	chr20	+	11779	566	0.77	3.47	4.39	6.9	1.49	26.73	10.73	11.72	51.77	12.34
10410	2180.812	256.916	-3.27089083679911	0	0	IFITM3	NM_021034.2	Known_gene	1	319673	320914	chr11	-	1242	668	1589.24	679.61	3365.56	3267.61	2002.04	215.4	409.13	158.81	266.45	234.79
10417	24.168	6.016	-2.06632281262265	0	0	SPON2	NM_012445.3,NM_001199021.1,NM_001128325.2,BGI_novel_T026598	Known_gene	4	1166932	1208962	chr4	-	42031	3007	15.67	7.72	58.67	18.19	20.59	6.8	3.24	4.06	5.4	10.58
10418	16.624	4.124	-2.0600602916674	0	0	SPON1	NM_006108.3,BGI_novel_T006217,BGI_novel_T006216,BGI_novel_T006218	Known_gene	4	13962637	14268133	chr11	+	305497	5797	28.85	4.23	21.14	9.14	19.76	1.31	7.85	0.31	1.47	9.68
1043	82.24	9.208	-3.38063007783992	0	0	CD52	NM_001803.2	Known_gene	1	26317920	26320523	chr1	+	2604	505	27.81	80.17	137.94	123	42.28	16.01	11.55	8.49	7.33	2.66
10435	10.964	2.214	-2.39876554496823	3.49034161616777e-188	4.39115642814955e-188	CDC42EP2	NM_006779.3,XM_017017094.1	Known_gene	2	65314729	65322429	chr11	+	7701	2123	11.03	1.53	23.48	4.17	14.61	3.59	0	1.96	5.52	0
10451	7.602	72.74	3.414021354943	0	0	VAV3	BGI_novel_T002229,XM_005270361.1,XM_005270360.2,NM_006113.4,XM_017000054.1,BGI_novel_T002230,XM_017000056.1,XM_017000053.1,BGI_novel_T002227,XM_017000055.1,BGI_novel_T002228,NM_001079874.1	Known_gene	12	107571160	107964923	chr1	-	393764	10281	3.21	25.61	1.87	5.29	2.03	56.88	81.63	71.51	71.91	81.77
10483	19.596	85.248	2.17114671557502	0	0	SEC23B	NM_001172746.1,NM_032985.4,XM_017027593.1,NM_006363.4,NM_001172745.1,BGI_novel_T022399,NM_032986.3	Known_gene	7	18507544	18561415	chr20	+	53872	3431	19.67	31.92	13.78	13.18	19.43	84.73	61.95	104.11	75.39	100.06
10516	123.182	19.374	-2.68499555275045	0	0	FBLN5	XM_005267267.3,XM_011536358.1,XM_011536356.1,BGI_novel_T011483,NM_006329.3,XM_011536357.1,XM_017020929.1	Known_gene	7	91869411	91947702	chr14	-	78292	2902	160.49	21.19	153.22	79.79	201.22	11.78	14.59	21.83	15.89	32.78
10525	2.844	14.242	2.25073260750969	0	0	HYOU1	NM_006389.4,BGI_novel_T007623,XM_017017096.1,XM_017017097.1,XM_005271392.3,XM_017017095.1,NM_001130991.2,BGI_novel_T007622,XM_005271393.3,XM_005271394.3	Known_gene	10	119044185	119057246	chr11	-	13062	4642	3.55	0.45	6.83	0.52	2.87	25.4	9.47	11.1	19.22	6.02
105376526	5.416	29.53	2.72186271305051	0	0	LOC105376526	XM_011520532.2	Known_gene	1	3473571	3478065	chr11	-	4495	3926	1.08	21.04	0.73	3.98	0.25	49.88	24.2	25.57	29.47	18.53
10538	16.934	3.886	-2.60747252016235	2.69971248455646e-204	3.22897512959841e-204	BATF	BGI_novel_T011349,NM_006399.3,BGI_novel_T011348	Known_gene	3	75522441	75546992	chr14	+	24552	3183	9.88	7.39	30.83	27.1	9.47	6.08	8.01	1.13	1.1	3.11
10544	31.634	4.756	-2.62616554303932	0	0	PROCR	NM_006404.4,BGI_novel_T022587,XM_011528496.1	Known_gene	3	35171937	35216238	chr20	+	44302	1683	33.11	0.56	58.46	28.35	37.69	3.35	9.88	3.73	4.02	2.8
10581	972.588	100.742	-3.42157326395792	0	0	IFITM2	NM_006435.2	Known_gene	1	308107	309410	chr11	+	1304	730	786.91	285.59	1629.68	1152.03	1008.73	48.09	179.33	63.41	109.37	103.51
10630	15.794	1.556	-3.44299495395223	0	0	PDPN	NM_001006624.1,NM_001006625.1,NM_198389.2,XM_006710295.1,NM_006474.4	Known_gene	5	13583757	13617957	chr1	+	34201	2812	11.71	6.26	15.5	24.22	21.28	0.26	3.27	1	1.11	2.14
10647	53.834	22839.576	8.64911176842112	0	0	SCGB1D2	NM_006551.3,BGI_novel_T006709	Known_gene	2	62241619	62244808	chr11	+	3190	508	24.35	79.63	101.22	1.81	62.16	26782.69	7752.87	24266.44	14966.29	40429.59
10653	34.138	329.598	3.42184530560333	0	0	SPINT2	NM_001166103.1,NM_021102.3	Known_gene	2	38264458	38292614	chr19	+	28157	1802	6.79	107.27	17.08	31.84	7.71	374.61	269.28	291.62	341.75	370.73
10741	3.946	10.216	2.00032764158315	1.47021975063007e-198	1.79199230980895e-198	RBBP9	XM_005260652.2,NM_006606.2,BGI_novel_T022397,BGI_novel_T022396	Known_gene	4	18486540	18497250	chr20	-	10711	3861	4.82	5.04	3.71	3.54	2.62	13.17	13.9	7.74	15.26	1.01
10788	2.53	26.408	3.55230895639338	0	0	IQGAP2	BGI_novel_T028718,NM_001285461.1,XM_017008960.1,NM_001285460.1,NM_001285462.1,BGI_novel_T028719,NM_006633.3,BGI_novel_T028720,XM_011543108.1,BGI_novel_T028717,XM_005248414.1,BGI_novel_T028721,XM_005248410.2	Known_gene	13	76403255	76708132	chr5	+	304878	5931	4.9	0.42	1.8	2.83	2.7	15.25	27.61	28.11	18.42	42.65
10791	285.85	13.82	-4.55149097194138	0	0	VAMP5	NM_006634.2	Known_gene	1	85584408	85593388	chr2	+	8981	665	220.94	71.9	496.22	392.95	247.24	16.29	21.55	9.65	13.3	8.31
107987363	20.5	2.132	-2.87442736708551	2.59392955398286e-133	4.03485159383118e-133	LOC107987363	BGI_novel_T019338,BGI_novel_T019336,XM_017030106.1,BGI_novel_T019337	Known_gene	4	95366	154967	chr1_KI270706v1_random	-	59602	1850	27.61	1.29	13.75	8.6	51.25	0.74	2.17	4.87	1.68	1.2
10809	10.68	55.598	2.54248727777972	0	0	STARD10	BGI_novel_T007125,BGI_novel_T007126,BGI_novel_T007124,BGI_novel_T007127,NM_006645.2	Known_gene	5	72754729	72814239	chr11	-	59511	3236	4.52	31.46	6.95	9.78	0.69	42.75	60.27	59.47	67.4	48.1
10870	27.958	5.662	-2.55858064876166	1.21775874903944e-111	2.12478366750465e-111	HCST	XM_017026193.1,BGI_novel_T018308,NM_014266.3,NM_001007469.1	Known_gene	4	35900856	35904271	chr19	+	3416	744	11.76	38.57	26.24	53.94	9.28	4.44	8.27	5.67	4.09	5.84
10871	3.874	1.208	-2.30823468467852	1.36501395196388e-50	3.66355287955014e-50	CD300C	XM_017024034.1,NM_006678.4,XM_017024033.1	Known_gene	3	74534359	74546171	chr17	-	11813	1588	3.35	0	7.96	6.31	1.75	0	0	0.21	0.8	5.03
10874	32.864	5.314	-2.40027630528898	3.39546056828525e-158	4.79505794561386e-158	NMU	NM_001292045.1,XM_011534367.2,NM_001292046.1,XM_011534368.2,NM_006681.3	Known_gene	5	55595229	55636298	chr4	-	41070	906	2.58	153.25	0.63	7.28	0.58	5.65	0	9.79	10.66	0.47
10875	57.576	12.562	-2.21928143874921	0	0	FGL2	NM_006682.2	Known_gene	1	77193371	77199833	chr7	-	6463	4268	131.78	21.9	39.26	39.44	55.5	2.26	34.44	6.62	10.4	9.09
10894	86.78	9.662	-3.23914576289519	0	0	LYVE1	BGI_novel_T006182,NM_006691.3	Known_gene	2	10557866	10568818	chr11	-	10953	2500	73.39	12.2	77.08	113.25	157.98	1.92	33.1	0.34	2.14	10.81
109	11.06	1.076	-3.2263270558544	0	0	ADCY3	BGI_novel_T019600,XM_011532493.1,XM_006711925.1,XM_017003187.1,XM_017003193.1,XM_011532496.1,XM_017003189.1,XM_011532494.1,XM_011532490.1,XM_017003190.1,BGI_novel_T019601,XM_011532489.1,XM_011532492.2,XM_011532491.1,NM_001320613.1,XM_017003186.1,XM_017003192.1,NM_004036.4,BGI_novel_T019598,XM_017003191.1,XM_017003188.1,BGI_novel_T019599	Known_gene	22	24819169	24920017	chr2	-	100849	5634	17.74	0.08	15.04	4.71	17.73	1.61	1.18	0.66	0.34	1.59
10964	29.418	7.966	-2.29159326826898	0	0	IFI44L	XM_011540539.2,XM_006710304.3,XM_005270391.3,XM_005270393.4,BGI_novel_T001999,NM_006820.3,XM_017000120.1,XM_005270392.4	Known_gene	8	78620382	78646145	chr1	+	25764	5923	58.23	18.32	26.84	24.21	19.49	2.51	13.87	7.29	7.42	8.74
10974	3893.936	542.704	-3.09408603581495	0	0	ADIRF	NM_006829.2	Known_gene	1	86968431	86970909	chr10	+	2479	672	1560.05	2284.81	3312.26	9793.48	2519.08	713.15	603.44	487.77	460.62	448.54
11005	100.238	17.07	-2.3020191076412	0	0	SPINK5	NM_001127699.1,BGI_novel_T029409,BGI_novel_T029407,NM_006846.3,XM_011537551.2,NM_001127698.1,BGI_novel_T029408	Known_gene	7	148063972	148137362	chr5	+	73391	3815	6.59	459.39	7.17	26.5	1.54	19.54	3.41	40.18	11.55	10.67
11007	8.978	2.362	-2.00705485525132	1.65462168327827e-73	3.67519196257783e-73	CCDC85B	NM_006848.2	Known_gene	1	65890404	65891635	chr11	+	1232	1232	3.08	13.92	10.18	16.73	0.98	0.99	2.24	1.38	1.58	5.62
11030	53.494	9.834	-2.03509625486917	0	0	RBPMS	BGI_novel_T033913,XM_017012991.1,NM_001008712.2,XM_017012986.1,XM_017012988.1,XM_017012984.1,XM_017012990.1,XM_017012992.1,XM_017012983.1,BGI_novel_T033914,BGI_novel_T033918,BGI_novel_T033917,NM_001008710.2,XM_017012989.1,XM_017012981.1,XM_017012987.1,BGI_novel_T033915,XM_017012980.1,XM_017012985.1,NM_006867.3,BGI_novel_T033916,XM_017012982.1,NM_001008711.2	Known_gene	23	30384501	30572261	chr8	+	187761	3900	87.61	19.43	27.79	20.22	112.42	6.17	11.34	7.18	7.47	17.01
11031	40.026	9.132	-2.20458605631616	0	0	RAB31	XM_017025528.1,XM_017025529.1,NM_006868.3	Known_gene	3	9707971	9862556	chr18	+	154586	4371	54.72	7.72	32.64	49.31	55.74	3.15	22.1	3.43	3.29	13.69
11035	10.364	2.36	-2.29110033789667	2.36806212904244e-175	3.11667482705663e-175	RIPK3	BGI_novel_T010816,NM_006871.3	Known_gene	2	24336021	24340036	chr14	-	4016	2895	8.35	1.27	23.31	7.56	11.33	5.67	0.44	3.72	1.97	0
11046	5.472	1.138	-2.39220410083997	2.02899735483728e-58	5.06714180672938e-58	SLC35D2	XM_006716939.2,XM_005251676.1,NM_001286990.1,BGI_novel_T035755,NM_007001.2,XM_005251678.4,BGI_novel_T035756,XM_005251675.2,XM_005251674.1,XM_005251673.1,BGI_novel_T035757,XM_011518164.1	Known_gene	12	96320706	96383710	chr9	-	63005	1626	6.48	7.37	3.48	2.06	7.97	2.23	0.14	0	1.04	2.28
11069	8.91	1.406	-2.63559069481464	0	0	RAPGEF4	XM_005246246.2,XM_006712205.3,NM_001100397.1,XM_017003196.1,NM_001282901.1,NM_007023.3,NM_001282900.1,NM_001282899.1,XM_011510505.2,BGI_novel_T021259,XM_017003197.1	Known_gene	11	172735282	173052893	chr2	+	317612	5974	11.83	0.54	10.99	4.86	16.33	1.19	2.72	0.91	1.89	0.32
11118	26.254	7.416	-2.013353563053	0	0	BTN3A2	XM_006714979.3,XM_011514269.2,XM_017010211.1,XM_017010214.1,XM_017010213.1,NM_001197246.2,XM_005248832.3,NM_001197247.2,XM_005248827.3,NM_001197249.2,XM_017010217.1,XM_005248831.3,NM_001197248.2,XM_006714980.3,BGI_novel_T030097,XM_017010216.1,XM_006714981.3,XM_011514270.2,XM_011514271.2,XM_017010215.1,XM_011514267.2,XM_017010212.1,XM_011514268.2,XM_006714982.3,NM_007047.4	Known_gene	25	26365159	26451697	chr6	+	86539	4115	31.21	10.31	31.83	24.87	33.05	5.1	5.78	9.87	9.26	7.07
11135	4.542	30.736	2.64331014875388	0	0	CDC42EP1	XM_006724109.1,XM_006724108.1,NM_152243.2,XM_006724107.1,XM_017028541.1	Known_gene	5	37559778	37569405	chr22	+	9628	2179	3.43	1.83	13.22	2.19	2.04	53.54	15.58	18.29	46.78	19.49
11151	19.528	1.978	-3.43983522332037	0	0	CORO1A	XM_017022886.1,BGI_novel_T013791,NM_007074.3,XM_011545714.2,XM_017022885.1,NM_001193333.2	Known_gene	6	30183410	30189254	chr16	+	5845	2394	8.24	1.48	67.06	12.19	8.67	0.21	0.05	3.15	3.13	3.35
11153	1.61	7.21	2.39273499520553	9.85213200899939e-204	1.1811189597035e-203	FICD	BGI_novel_T009300,NM_007076.2	Known_gene	2	108515274	108522177	chr12	+	6904	5351	1.72	3.4	1.62	0.36	0.95	10.24	10.23	5.67	4.15	5.76
1116	8.492	41.148	2.38048488375326	0	0	CHI3L1	NM_001276.2	Known_gene	1	203178931	203186794	chr1	-	7864	1837	0.53	23.65	1.53	11.83	4.92	38.02	45.09	25.26	36.95	60.42
11167	218.174	36.002	-2.6424293461347	0	0	FSTL1	NM_007085.4	Known_gene	1	120394214	120451071	chr3	-	56858	3840	446.77	44.97	191.74	136.13	271.26	18.21	93.06	14.42	20.14	34.18
1117	3.244	52.502	3.74040931855937	0	0	CHI3L2	NM_001025199.1,NM_004000.2,NM_001025197.1	Known_gene	3	111227659	111243440	chr1	+	15782	1500	0.06	0.31	2.45	13.04	0.36	72.65	39.46	15.65	24.84	109.91
11170	27.886	3.296	-3.04743481542862	0	0	FAM107A	BGI_novel_T025258,NM_001282713.1,NM_001282714.1,NM_007177.3,NM_001076778.2	Known_gene	5	58564112	58627610	chr3	-	63499	4377	15.57	3.1	52.49	26.08	42.19	1.43	3.7	2.85	3.81	4.69
11185	116.968	5.616	-4.41925960725977	0	0	INMT	NM_006774.4,NM_001199219.1	Known_gene	2	30752135	30757602	chr7	+	5468	2559	54.9	101.84	89.91	194.29	143.9	5.64	7.5	5.82	6	3.12
11200	9.954	1.526	-2.40116006010861	4.94334391605635e-99	9.28421996659205e-99	CHEK2	XM_011529841.1,XM_017028560.1,XM_011529839.2,XM_011529843.1,XM_017028561.1,NM_001005735.1,BGI_novel_T023770,XM_011529840.2,XM_011529845.2,NM_007194.3,XM_011529842.2,XM_006724114.3,NM_145862.2,XM_011529844.2,XM_006724116.2,BGI_novel_T023771,NM_001257387.1,BGI_novel_T023769	Known_gene	18	28687743	28741866	chr22	*	54124	2009	8.91	21.44	6.19	5.41	7.82	1.35	0.76	3.26	2.26	0
11202	234.338	38.942	-2.32741408075512	0	0	KLK8	NM_144505.2,NM_144507.2,NM_144506.2,NM_001281431.1,NM_007196.3	Known_gene	5	50996008	51001702	chr19	-	5695	1148	18.52	868.17	42.19	238.88	3.93	77.27	39.32	47.48	28.78	1.86
